Patient County,Service year,Disposition,Encounters,AnnotationCode,AnnotationDesc
Solano,2008,Childrens_or_Cancer,154,,
Solano,2008,Critical Access Hospital,49,,
Solano,2008,Died,222,,
Solano,2008,Home Health Service,46,,
Solano,2008,Hospice_Care,27,,
Solano,2008,Invalid or Blank,10,,
Solano,2008,Left Against Medical Advice,1435,,
Solano,2008,Not_Defined_Elsewhere,227,,
Solano,2008,Other,222,,
Solano,2008,Psychiatric_Care,532,,
Solano,2008,Rehab,21,,
Solano,2008,Residential Care facility,259,,
Solano,2008,Routine (Home),100168,,
Solano,2008,Skilled Nursing/Intermediate Care (SN/IC),373,,
Sonoma,2008,Acute Care,1130,,
Sonoma,2008,Childrens_or_Cancer,423,,
Sonoma,2008,Critical Access Hospital,29,,
Sonoma,2008,Died,167,,
Sonoma,2008,Home Health Service,18,,
Sonoma,2008,Hospice_Care,18,,
Sonoma,2008,Invalid or Blank,23,,
Sonoma,2008,Left Against Medical Advice,758,,
Sonoma,2008,Not_Defined_Elsewhere,424,,
Sonoma,2008,Other,201,,
Sonoma,2008,Psychiatric_Care,465,,
Sonoma,2008,Rehab,25,,
Sonoma,2008,Residential Care facility,3,,
Sonoma,2008,Routine (Home),107154,,
Sonoma,2008,Skilled Nursing/Intermediate Care (SN/IC),105,,
Stanislaus,2008,Acute Care,2317,,
Stanislaus,2008,Childrens_or_Cancer,81,,
Stanislaus,2008,Critical Access Hospital,14,,
Stanislaus,2008,Died,322,,
Stanislaus,2008,Home Health Service,57,,
Stanislaus,2008,Hospice_Care,36,,
Stanislaus,2008,Invalid or Blank,8,,
Stanislaus,2008,Left Against Medical Advice,4706,,
Stanislaus,2008,Not_Defined_Elsewhere,128,,
Stanislaus,2008,Other,180,,
Stanislaus,2008,Psychiatric_Care,897,,
Stanislaus,2008,Rehab,14,,
Stanislaus,2008,Residential Care facility,34,,
Stanislaus,2008,Routine (Home),170179,,
Stanislaus,2008,Skilled Nursing/Intermediate Care (SN/IC),973,,
Sutter,2008,Acute Care,581,,
Sutter,2008,Childrens_or_Cancer,20,,
Sutter,2008,Died,41,,
Sutter,2008,Home Health Service,2,,
Sutter,2008,Hospice_Care,1,,
Sutter,2008,Invalid or Blank,2,,
Sutter,2008,Left Against Medical Advice,1116,,
Sutter,2008,Not_Defined_Elsewhere,26,,
Sutter,2008,Other,193,,
Sutter,2008,Psychiatric_Care,68,,
Sutter,2008,Residential Care facility,576,,
Sutter,2008,Routine (Home),23671,,
Sutter,2008,Skilled Nursing/Intermediate Care (SN/IC),78,,
Tehama,2008,Acute Care,497,,
Tehama,2008,Childrens_or_Cancer,10,,
Tehama,2008,Died,35,,
Tehama,2008,Home Health Service,8,,
Tehama,2008,Hospice_Care,5,,
Tehama,2008,Invalid or Blank,4,,
Tehama,2008,Left Against Medical Advice,109,,
Tehama,2008,Not_Defined_Elsewhere,212,,
Tehama,2008,Other,2,,
Tehama,2008,Psychiatric_Care,89,,
Tehama,2008,Rehab,1,,
Tehama,2008,Routine (Home),26417,,
Tehama,2008,Skilled Nursing/Intermediate Care (SN/IC),49,,
Trinity,2008,Acute Care,182,,
Trinity,2008,Childrens_or_Cancer,4,,
Trinity,2008,Critical Access Hospital,278,,
Trinity,2008,Died,9,,
Trinity,2008,Left Against Medical Advice,40,,
Trinity,2008,Not_Defined_Elsewhere,2,,
Trinity,2008,Other,2,,
Trinity,2008,Psychiatric_Care,20,,
Trinity,2008,Routine (Home),4076,,
Trinity,2008,Skilled Nursing/Intermediate Care (SN/IC),16,,
Tulare,2008,Acute Care,1263,,
Tulare,2008,Childrens_or_Cancer,166,,
Tulare,2008,Critical Access Hospital,2,,
Tulare,2008,Died,220,,
Tulare,2008,Home Health Service,17,,
Tulare,2008,Hospice_Care,6,,
Tulare,2008,Invalid or Blank,8,,
Tulare,2008,Left Against Medical Advice,5752,,
Tulare,2008,Not_Defined_Elsewhere,271,,
Tulare,2008,Other,192,,
Tulare,2008,Psychiatric_Care,380,,
Tulare,2008,Rehab,3,,
Tulare,2008,Residential Care facility,13,,
Tulare,2008,Routine (Home),123971,,
Tulare,2008,Skilled Nursing/Intermediate Care (SN/IC),401,,
Tuolumne,2008,Acute Care,260,,
Tuolumne,2008,Childrens_or_Cancer,1,,
Tuolumne,2008,Critical Access Hospital,2,,
Tuolumne,2008,Died,54,,
Tuolumne,2008,Home Health Service,184,,
Tuolumne,2008,Hospice_Care,15,,
Tuolumne,2008,Left Against Medical Advice,170,,
Tuolumne,2008,Psychiatric_Care,353,,
Tuolumne,2008,Residential Care facility,26,,
Tuolumne,2008,Routine (Home),17919,,
Tuolumne,2008,Skilled Nursing/Intermediate Care (SN/IC),30,,
Ventura,2008,Acute Care,1681,,
Ventura,2008,Childrens_or_Cancer,1101,,
Ventura,2008,Critical Access Hospital,1,,
Ventura,2008,Died,279,,
Ventura,2008,Home Health Service,87,,
Ventura,2008,Hospice_Care,16,,
Ventura,2008,Invalid or Blank,3,,
Ventura,2008,Left Against Medical Advice,3504,,
Ventura,2008,Not_Defined_Elsewhere,492,,
Ventura,2008,Other,96,,
Ventura,2008,Psychiatric_Care,286,,
Ventura,2008,Rehab,11,,
Ventura,2008,Residential Care facility,25,,
Ventura,2008,Routine (Home),169933,,
Ventura,2008,Skilled Nursing/Intermediate Care (SN/IC),138,,
Yolo,2008,Acute Care,815,,
Yolo,2008,Childrens_or_Cancer,75,,
Yolo,2008,Died,83,,
Yolo,2008,Home Health Service,9,,
Yolo,2008,Hospice_Care,3,,
Yolo,2008,Invalid or Blank,5,,
Yolo,2008,Left Against Medical Advice,374,,
Yolo,2008,Not_Defined_Elsewhere,46,,
Yolo,2008,Other,124,,
Yolo,2008,Psychiatric_Care,281,,
Yolo,2008,Rehab,3,,
Yolo,2008,Residential Care facility,5,,
Yolo,2008,Routine (Home),40047,,
Yolo,2008,Skilled Nursing/Intermediate Care (SN/IC),395,,
Yuba,2008,Acute Care,447,,
Yuba,2008,Childrens_or_Cancer,10,,
Yuba,2008,Critical Access Hospital,1,,
Yuba,2008,Died,37,,
Yuba,2008,Home Health Service,6,,
Yuba,2008,Hospice_Care,3,,
Yuba,2008,Invalid or Blank,2,,
Yuba,2008,Left Against Medical Advice,1314,,
Yuba,2008,Not_Defined_Elsewhere,24,,
Yuba,2008,Other,185,,
Yuba,2008,Psychiatric_Care,49,,
Yuba,2008,Residential Care facility,508,,
Yuba,2008,Routine (Home),24426,,
Yuba,2008,Skilled Nursing/Intermediate Care (SN/IC),48,,
Alameda,2009,Acute Care,5108,,
Alameda,2009,Childrens_or_Cancer,254,,
Alameda,2009,Court/Law Enforcement,67,,
Alameda,2009,Critical Access Hospital,58,,
Alameda,2009,Died,661,,
Alameda,2009,Home Health Service,168,,
Alameda,2009,Hospice_Care,102,,
Alameda,2009,Invalid or Blank,103,,
Alameda,2009,Left Against Medical Advice,5440,,
Alameda,2009,Not_Defined_Elsewhere,567,,
Alameda,2009,Other,373,,
Alameda,2009,Psychiatric_Care,4629,,
Alameda,2009,Rehab,107,,
Alameda,2009,Residential Care facility,127,,
Alameda,2009,Routine (Home),413845,,
Alameda,2009,Skilled Nursing/Intermediate Care (SN/IC),1758,,
Alpine,2009,Acute Care,1,,
Alpine,2009,Childrens_or_Cancer,2,,
Alpine,2009,Home Health Service,1,,
Alpine,2009,Routine (Home),76,,
Amador,2009,Acute Care,450,,
Amador,2009,Childrens_or_Cancer,7,,
Amador,2009,Court/Law Enforcement,17,,
Amador,2009,Died,24,,
Amador,2009,Home Health Service,2,,
Amador,2009,Hospice_Care,2,,
Amador,2009,Invalid or Blank,1,,
Amador,2009,Left Against Medical Advice,78,,
Amador,2009,Not_Defined_Elsewhere,5,,
Amador,2009,Other,6,,
Amador,2009,Psychiatric_Care,50,,
Amador,2009,Rehab,3,,
Amador,2009,Residential Care facility,1,,
Amador,2009,Routine (Home),13452,,
Amador,2009,Skilled Nursing/Intermediate Care (SN/IC),11,,
Butte,2009,Acute Care,608,,
Butte,2009,Childrens_or_Cancer,199,,
Butte,2009,Court/Law Enforcement,103,,
Butte,2009,Critical Access Hospital,4,,
Butte,2009,Died,138,,
Butte,2009,Home Health Service,41,,
Butte,2009,Hospice_Care,2,,
Butte,2009,Invalid or Blank,13,,
Butte,2009,Left Against Medical Advice,1259,,
Butte,2009,Not_Defined_Elsewhere,2,,
Butte,2009,Other,13,,
Butte,2009,Psychiatric_Care,676,,
Butte,2009,Rehab,12,,
Butte,2009,Residential Care facility,8,,
Butte,2009,Routine (Home),64724,,
Butte,2009,Skilled Nursing/Intermediate Care (SN/IC),320,,
Calaveras,2009,Acute Care,278,,
Calaveras,2009,Childrens_or_Cancer,4,,
Calaveras,2009,Court/Law Enforcement,1,,
Calaveras,2009,Critical Access Hospital,11,,
Calaveras,2009,Died,28,,
Calaveras,2009,Home Health Service,24,,
Calaveras,2009,Hospice_Care,1,,
Calaveras,2009,Invalid or Blank,1,,
Calaveras,2009,Left Against Medical Advice,180,,
Calaveras,2009,Not_Defined_Elsewhere,2,,
Calaveras,2009,Other,10,,
Calaveras,2009,Psychiatric_Care,90,,
Calaveras,2009,Rehab,3,,
Calaveras,2009,Residential Care facility,6,,
Calaveras,2009,Routine (Home),13486,,
Calaveras,2009,Skilled Nursing/Intermediate Care (SN/IC),21,,
Colusa,2009,Acute Care,192,,
Colusa,2009,Childrens_or_Cancer,9,,
Colusa,2009,Court/Law Enforcement,1,,
Colusa,2009,Died,8,,
Colusa,2009,Home Health Service,4,,
Colusa,2009,Left Against Medical Advice,31,,
Colusa,2009,Not_Defined_Elsewhere,1,,
Colusa,2009,Other,2,,
Colusa,2009,Psychiatric_Care,38,,
Colusa,2009,Residential Care facility,1,,
Colusa,2009,Routine (Home),5691,,
Colusa,2009,Skilled Nursing/Intermediate Care (SN/IC),33,,
Contra Costa,2009,Acute Care,3774,,
Contra Costa,2009,Childrens_or_Cancer,170,,
Contra Costa,2009,Court/Law Enforcement,4,,
Contra Costa,2009,Critical Access Hospital,33,,
Contra Costa,2009,Died,463,,
Contra Costa,2009,Home Health Service,151,,
Contra Costa,2009,Hospice_Care,112,,
Contra Costa,2009,Invalid or Blank,29,,
Contra Costa,2009,Left Against Medical Advice,3909,,
Contra Costa,2009,Not_Defined_Elsewhere,592,,
Contra Costa,2009,Other,369,,
Contra Costa,2009,Psychiatric_Care,7824,,
Contra Costa,2009,Rehab,48,,
Contra Costa,2009,Residential Care facility,38,,
Contra Costa,2009,Routine (Home),298020,,
Contra Costa,2009,Skilled Nursing/Intermediate Care (SN/IC),1428,,
Del Norte,2009,Acute Care,300,,
Del Norte,2009,Died,30,,
Del Norte,2009,Home Health Service,4,,
Del Norte,2009,Left Against Medical Advice,106,,
Del Norte,2009,Other,1,,
Del Norte,2009,Psychiatric_Care,3,,
Del Norte,2009,Residential Care facility,10,,
Del Norte,2009,Routine (Home),16034,,
Del Norte,2009,Skilled Nursing/Intermediate Care (SN/IC),89,,
El Dorado,2009,Acute Care,763,,
El Dorado,2009,Childrens_or_Cancer,480,,
El Dorado,2009,Court/Law Enforcement,20,,
El Dorado,2009,Critical Access Hospital,11,,
El Dorado,2009,Died,83,,
El Dorado,2009,Home Health Service,61,,
El Dorado,2009,Hospice_Care,33,,
El Dorado,2009,Invalid or Blank,1,,
El Dorado,2009,Left Against Medical Advice,471,,
El Dorado,2009,Not_Defined_Elsewhere,74,,
El Dorado,2009,Other,7,,
El Dorado,2009,Psychiatric_Care,209,,
El Dorado,2009,Rehab,2,,
El Dorado,2009,Residential Care facility,18,,
El Dorado,2009,Routine (Home),40951,,
El Dorado,2009,Skilled Nursing/Intermediate Care (SN/IC),173,,
Fresno,2009,Acute Care,1978,,
Fresno,2009,Childrens_or_Cancer,235,,
Fresno,2009,Court/Law Enforcement,9,,
Fresno,2009,Critical Access Hospital,13,,
Fresno,2009,Died,436,,
Fresno,2009,Home Health Service,104,,
Fresno,2009,Hospice_Care,87,,
Fresno,2009,Invalid or Blank,112,,
Fresno,2009,Left Against Medical Advice,1932,,
Fresno,2009,Not_Defined_Elsewhere,270,,
Fresno,2009,Other,695,,
Fresno,2009,Psychiatric_Care,2871,,
Fresno,2009,Rehab,23,,
Fresno,2009,Residential Care facility,81,,
Fresno,2009,Routine (Home),275741,,
Fresno,2009,Skilled Nursing/Intermediate Care (SN/IC),436,,
Glenn,2009,Acute Care,212,,
Glenn,2009,Childrens_or_Cancer,2,,
Glenn,2009,Court/Law Enforcement,9,,
Glenn,2009,Died,15,,
Glenn,2009,Home Health Service,1,,
Glenn,2009,Invalid or Blank,1,,
Glenn,2009,Left Against Medical Advice,51,,
Glenn,2009,Not_Defined_Elsewhere,3,,
Glenn,2009,Other,2,,
Glenn,2009,Psychiatric_Care,61,,
Glenn,2009,Rehab,1,,
Glenn,2009,Routine (Home),7655,,
Glenn,2009,Skilled Nursing/Intermediate Care (SN/IC),59,,
Humboldt,2009,Acute Care,659,,
Humboldt,2009,Childrens_or_Cancer,139,,
Humboldt,2009,Court/Law Enforcement,9,,
Humboldt,2009,Critical Access Hospital,2,,
Humboldt,2009,Died,76,,
Humboldt,2009,Home Health Service,6,,
Humboldt,2009,Hospice_Care,6,,
Humboldt,2009,Invalid or Blank,2,,
Humboldt,2009,Left Against Medical Advice,379,,
Humboldt,2009,Not_Defined_Elsewhere,2,,
Humboldt,2009,Other,13,,
Humboldt,2009,Psychiatric_Care,340,,
Humboldt,2009,Rehab,8,,
Humboldt,2009,Residential Care facility,5,,
Humboldt,2009,Routine (Home),45278,,
Humboldt,2009,Skilled Nursing/Intermediate Care (SN/IC),135,,
Imperial,2009,Acute Care,747,,
Imperial,2009,Childrens_or_Cancer,211,,
Imperial,2009,Died,93,,
Imperial,2009,Home Health Service,4,,
Imperial,2009,Hospice_Care,1,,
Imperial,2009,Left Against Medical Advice,1270,,
Imperial,2009,Not_Defined_Elsewhere,2,,
Imperial,2009,Other,202,,
Imperial,2009,Psychiatric_Care,20,,
Imperial,2009,Routine (Home),76075,,
Imperial,2009,Skilled Nursing/Intermediate Care (SN/IC),65,,
Inyo,2009,Acute Care,215,,
Inyo,2009,Childrens_or_Cancer,67,,
Inyo,2009,Critical Access Hospital,52,,
Inyo,2009,Died,15,,
Inyo,2009,Left Against Medical Advice,35,,
Inyo,2009,Not_Defined_Elsewhere,1,,
Inyo,2009,Other,11,,
Inyo,2009,Psychiatric_Care,1,,
Inyo,2009,Rehab,2,,
Inyo,2009,Residential Care facility,46,,
Inyo,2009,Routine (Home),7279,,
Inyo,2009,Skilled Nursing/Intermediate Care (SN/IC),16,,
Kern,2009,Acute Care,2394,,
Kern,2009,Childrens_or_Cancer,1180,,
Kern,2009,Court/Law Enforcement,8,,
Kern,2009,Died,567,,
Kern,2009,Home Health Service,225,,
Kern,2009,Hospice_Care,46,,
Kern,2009,Invalid or Blank,1,,
Kern,2009,Left Against Medical Advice,8771,,
Kern,2009,Not_Defined_Elsewhere,62,,
Kern,2009,Other,77,,
Kern,2009,Psychiatric_Care,241,,
Kern,2009,Rehab,27,,
Kern,2009,Residential Care facility,547,,
Kern,2009,Routine (Home),226915,,
Kern,2009,Skilled Nursing/Intermediate Care (SN/IC),413,,
Kings,2009,Acute Care,569,,
Kings,2009,Childrens_or_Cancer,239,,
Kings,2009,Court/Law Enforcement,2,,
Kings,2009,Died,83,,
Kings,2009,Home Health Service,13,,
Kings,2009,Left Against Medical Advice,696,,
Kings,2009,Not_Defined_Elsewhere,3,,
Kings,2009,Other,29,,
Kings,2009,Psychiatric_Care,220,,
Kings,2009,Rehab,11,,
Kings,2009,Residential Care facility,74,,
Kings,2009,Routine (Home),50431,,
Kings,2009,Skilled Nursing/Intermediate Care (SN/IC),39,,
Lake,2009,Acute Care,2150,,
Lake,2009,Childrens_or_Cancer,8,,
Lake,2009,Court/Law Enforcement,10,,
Lake,2009,Critical Access Hospital,558,,
Lake,2009,Died,56,,
Lake,2009,Home Health Service,6,,
Lake,2009,Hospice_Care,1,,
Lake,2009,Left Against Medical Advice,426,,
Lake,2009,Not_Defined_Elsewhere,2,,
Lake,2009,Other,96,,
Lake,2009,Psychiatric_Care,135,,
Lake,2009,Residential Care facility,4,,
Lake,2009,Routine (Home),28756,,
Lake,2009,Skilled Nursing/Intermediate Care (SN/IC),47,,
Lassen,2009,Acute Care,938,,
Lassen,2009,Childrens_or_Cancer,5,,
Lassen,2009,Critical Access Hospital,14,,
Lassen,2009,Died,14,,
Lassen,2009,Left Against Medical Advice,94,,
Lassen,2009,Not_Defined_Elsewhere,1,,
Lassen,2009,Other,11,,
Lassen,2009,Psychiatric_Care,51,,
Lassen,2009,Residential Care facility,41,,
Lassen,2009,Routine (Home),9238,,
Lassen,2009,Skilled Nursing/Intermediate Care (SN/IC),85,,
Los Angeles,2009,Acute Care,40037,,
Los Angeles,2009,Childrens_or_Cancer,9236,,
Los Angeles,2009,Court/Law Enforcement,228,,
Los Angeles,2009,Critical Access Hospital,54,,
Los Angeles,2009,Died,3650,,
Los Angeles,2009,Home Health Service,1552,,
Los Angeles,2009,Hospice_Care,258,,
Los Angeles,2009,Invalid or Blank,192,,
Los Angeles,2009,Left Against Medical Advice,59232,,
Los Angeles,2009,Not_Defined_Elsewhere,8040,,
Los Angeles,2009,Other,2563,,
Los Angeles,2009,Psychiatric_Care,11188,,
Los Angeles,2009,Rehab,379,,
Los Angeles,2009,Residential Care facility,841,,
Los Angeles,2009,Routine (Home),2251055,,
Los Angeles,2009,Skilled Nursing/Intermediate Care (SN/IC),6296,,
Madera,2009,Acute Care,454,,
Madera,2009,Childrens_or_Cancer,6,,
Madera,2009,Court/Law Enforcement,259,,
Madera,2009,Critical Access Hospital,4,,
Madera,2009,Died,78,,
Madera,2009,Home Health Service,4,,
Madera,2009,Hospice_Care,26,,
Madera,2009,Invalid or Blank,6,,
Madera,2009,Left Against Medical Advice,966,,
Madera,2009,Not_Defined_Elsewhere,44,,
Madera,2009,Other,176,,
Madera,2009,Psychiatric_Care,269,,
Madera,2009,Rehab,9,,
Madera,2009,Residential Care facility,19,,
Madera,2009,Routine (Home),50405,,
Madera,2009,Skilled Nursing/Intermediate Care (SN/IC),115,,
Marin,2009,Acute Care,534,,
Marin,2009,Childrens_or_Cancer,23,,
Marin,2009,Court/Law Enforcement,1,,
Marin,2009,Critical Access Hospital,6,,
Marin,2009,Died,83,,
Marin,2009,Home Health Service,17,,
Marin,2009,Hospice_Care,15,,
Marin,2009,Invalid or Blank,1,,
Marin,2009,Left Against Medical Advice,569,,
Marin,2009,Not_Defined_Elsewhere,141,,
Marin,2009,Other,62,,
Marin,2009,Psychiatric_Care,313,,
Marin,2009,Rehab,19,,
Marin,2009,Residential Care facility,5,,
Marin,2009,Routine (Home),59720,,
Marin,2009,Skilled Nursing/Intermediate Care (SN/IC),63,,
Mariposa,2009,Acute Care,357,,
Mariposa,2009,Childrens_or_Cancer,3,,
Mariposa,2009,Critical Access Hospital,1,,
Mariposa,2009,Died,6,,
Mariposa,2009,Home Health Service,7,,
Mariposa,2009,Left Against Medical Advice,92,,
Mariposa,2009,Not_Defined_Elsewhere,172,,
Mariposa,2009,Other,1,,
Mariposa,2009,Psychiatric_Care,15,,
Mariposa,2009,Residential Care facility,3,,
Mariposa,2009,Routine (Home),4787,,
Mariposa,2009,Skilled Nursing/Intermediate Care (SN/IC),16,,
Mendocino,2009,Acute Care,886,,
Mendocino,2009,Childrens_or_Cancer,218,,
Mendocino,2009,Court/Law Enforcement,5,,
Mendocino,2009,Critical Access Hospital,60,,
Mendocino,2009,Died,59,,
Mendocino,2009,Home Health Service,16,,
Mendocino,2009,Hospice_Care,1,,
Mendocino,2009,Left Against Medical Advice,694,,
Mendocino,2009,Not_Defined_Elsewhere,3,,
Mendocino,2009,Other,13,,
Mendocino,2009,Psychiatric_Care,138,,
Mendocino,2009,Residential Care facility,1,,
Mendocino,2009,Routine (Home),38110,,
Mendocino,2009,Skilled Nursing/Intermediate Care (SN/IC),175,,
Merced,2009,Acute Care,1503,,
Merced,2009,Childrens_or_Cancer,20,,
Merced,2009,Court/Law Enforcement,65,,
Merced,2009,Critical Access Hospital,1,,
Merced,2009,Died,171,,
Merced,2009,Home Health Service,4,,
Merced,2009,Hospice_Care,3,,
Merced,2009,Invalid or Blank,2,,
Merced,2009,Left Against Medical Advice,3281,,
Merced,2009,Not_Defined_Elsewhere,17,,
Merced,2009,Other,48,,
Merced,2009,Psychiatric_Care,265,,
Merced,2009,Residential Care facility,2,,
Merced,2009,Routine (Home),80976,,
Merced,2009,Skilled Nursing/Intermediate Care (SN/IC),305,,
Modoc,2009,Acute Care,269,,
Modoc,2009,Childrens_or_Cancer,1,,
Modoc,2009,Critical Access Hospital,10,,
Modoc,2009,Died,11,,
Modoc,2009,Home Health Service,1,,
Modoc,2009,Invalid or Blank,1,,
Modoc,2009,Left Against Medical Advice,45,,
Modoc,2009,Other,1,,
Modoc,2009,Psychiatric_Care,6,,
Modoc,2009,Residential Care facility,6,,
Modoc,2009,Routine (Home),3646,,
Modoc,2009,Skilled Nursing/Intermediate Care (SN/IC),20,,
Mono,2009,Acute Care,43,,
Mono,2009,Childrens_or_Cancer,2,,
Mono,2009,Critical Access Hospital,5,,
Mono,2009,Left Against Medical Advice,17,,
Mono,2009,Psychiatric_Care,5,,
Mono,2009,Routine (Home),2843,,
Monterey,2009,Acute Care,596,,
Monterey,2009,Childrens_or_Cancer,105,,
Monterey,2009,Court/Law Enforcement,3,,
Monterey,2009,Critical Access Hospital,5,,
Monterey,2009,Died,155,,
Monterey,2009,Home Health Service,83,,
Monterey,2009,Hospice_Care,14,,
Monterey,2009,Invalid or Blank,25,,
Monterey,2009,Left Against Medical Advice,1820,,
Monterey,2009,Not_Defined_Elsewhere,7,,
Monterey,2009,Other,220,,
Monterey,2009,Psychiatric_Care,193,,
Monterey,2009,Rehab,7,,
Monterey,2009,Residential Care facility,12,,
Monterey,2009,Routine (Home),120947,,
Monterey,2009,Skilled Nursing/Intermediate Care (SN/IC),217,,
Napa,2009,Acute Care,796,,
Napa,2009,Childrens_or_Cancer,22,,
Napa,2009,Court/Law Enforcement,2,,
Napa,2009,Critical Access Hospital,10,,
Napa,2009,Died,60,,
Napa,2009,Home Health Service,32,,
Napa,2009,Hospice_Care,8,,
Napa,2009,Left Against Medical Advice,544,,
Napa,2009,Not_Defined_Elsewhere,41,,
Napa,2009,Other,11,,
Napa,2009,Psychiatric_Care,182,,
Napa,2009,Rehab,5,,
Napa,2009,Residential Care facility,2,,
Napa,2009,Routine (Home),33768,,
Napa,2009,Skilled Nursing/Intermediate Care (SN/IC),138,,
Nevada,2009,Acute Care,440,,
Nevada,2009,Childrens_or_Cancer,4,,
Nevada,2009,Court/Law Enforcement,9,,
Nevada,2009,Died,22,,
Nevada,2009,Home Health Service,3,,
Nevada,2009,Hospice_Care,7,,
Nevada,2009,Left Against Medical Advice,187,,
Nevada,2009,Other,144,,
