Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2021,Kings,1,Diabetes Short-term Complications,,,,,97,"111,603",86.9,68.4,,
2022,Kings,1,Diabetes Short-term Complications,,,,,111,"112,177",99,78,,
2023,Kings,1,Diabetes Short-term Complications,,,,,66,"111,961",58.9,44.2,,
2024,Kings,1,Diabetes Short-term Complications,,,,,92,"114,209",80.6,61.4,,
2005,Lake,1,Diabetes Short-term Complications,32,"49,529",64.6,67.3,,,,,,
2006,Lake,1,Diabetes Short-term Complications,19,"49,985",38,39.5,,,,,,
2007,Lake,1,Diabetes Short-term Complications,23,"50,130",45.9,47.8,,,,,,
2008,Lake,1,Diabetes Short-term Complications,21,"50,505",41.6,43.5,,,,,,
2009,Lake,1,Diabetes Short-term Complications,40,"50,721",78.9,82.7,,,,,,
2010,Lake,1,Diabetes Short-term Complications,60,"51,151",117.3,123.1,,,,,,
2011,Lake,1,Diabetes Short-term Complications,55,"51,085",107.7,113.5,,,,,,
2012,Lake,1,Diabetes Short-term Complications,52,"51,501",101,106,,,,,,
2013,Lake,1,Diabetes Short-term Complications,75,"51,581",145.4,153.3,,,,,,
2014,Lake,1,Diabetes Short-term Complications,70,"52,953",132.2,138.6,,,,,,
2015,Lake,1,Diabetes Short-term Complications,55,"39,003",141,149.5,,,,,,
2016,Lake,1,Diabetes Short-term Complications,,,,,72,"50,676",142.1,120.3,,
2017,Lake,1,Diabetes Short-term Complications,,,,,38,"50,717",74.9,63.6,,
2018,Lake,1,Diabetes Short-term Complications,,,,,47,"50,861",92.4,78.7,,
2019,Lake,1,Diabetes Short-term Complications,,,,,58,"50,831",114.1,97.3,,
2020,Lake,1,Diabetes Short-term Complications,,,,,59,"53,524",110.2,93.8,,
2021,Lake,1,Diabetes Short-term Complications,,,,,47,"53,734",87.5,74.5,,
2022,Lake,1,Diabetes Short-term Complications,,,,,44,"53,338",82.5,70.5,,
2023,Lake,1,Diabetes Short-term Complications,,,,,55,"52,978",103.8,85.2,,
2024,Lake,1,Diabetes Short-term Complications,,,,,68,"52,937",128.5,106.1,,
2005,Lassen,1,Diabetes Short-term Complications,15,"27,722",54.1,50.8,,,,,,
2006,Lassen,1,Diabetes Short-term Complications,12,"27,919",43,40.4,,,,,,
2007,Lassen,1,Diabetes Short-term Complications,10,"29,030",34.4,32.4,,,,,,
2008,Lassen,1,Diabetes Short-term Complications,6,"28,658",20.9,19.8,,,,,,
2009,Lassen,1,Diabetes Short-term Complications,13,"28,696",45.3,42.9,,,,,,
2010,Lassen,1,Diabetes Short-term Complications,8,"28,485",28.1,26.6,,,,,,
2011,Lassen,1,Diabetes Short-term Complications,11,"28,179",39,37.1,,,,,,
2012,Lassen,1,Diabetes Short-term Complications,11,"29,146",37.7,35.2,,,,,,
2013,Lassen,1,Diabetes Short-term Complications,11,"27,797",39.6,37.1,,,,,,
2014,Lassen,1,Diabetes Short-term Complications,9,"29,236",30.8,29.1,,,,,,
2015,Lassen,1,Diabetes Short-term Complications,10,"20,747",48.2,45,,,,,,
2016,Lassen,1,Diabetes Short-term Complications,,,,,10,"25,378",39.4,30.6,,
2017,Lassen,1,Diabetes Short-term Complications,,,,,3,"25,575",11.7,9.1,,
2018,Lassen,1,Diabetes Short-term Complications,,,,,7,"25,359",27.6,21.6,,
2019,Lassen,1,Diabetes Short-term Complications,,,,,4,"25,378",15.8,12.4,,
2020,Lassen,1,Diabetes Short-term Complications,,,,,6,"26,785",22.4,17.5,,
2021,Lassen,1,Diabetes Short-term Complications,,,,,9,"26,258",34.3,26.9,,
2022,Lassen,1,Diabetes Short-term Complications,,,,,11,"24,446",45,35.8,,
2023,Lassen,1,Diabetes Short-term Complications,,,,,7,"23,438",29.9,20,,
2024,Lassen,1,Diabetes Short-term Complications,,,,,4,"22,990",17.4,13.6,,
2005,Los Angeles,1,Diabetes Short-term Complications,"3,159","7,202,516",43.9,42,,,,,,
2006,Los Angeles,1,Diabetes Short-term Complications,"3,329","7,208,716",46.2,44.3,,,,,,
2007,Los Angeles,1,Diabetes Short-term Complications,"3,341","7,223,112",46.3,44.4,,,,,,
2008,Los Angeles,1,Diabetes Short-term Complications,"3,417","7,281,072",46.9,45.2,,,,,,
2009,Los Angeles,1,Diabetes Short-term Complications,"3,360","7,353,912",45.7,44,,,,,,
2010,Los Angeles,1,Diabetes Short-term Complications,"3,644","7,416,633",49.1,47.5,,,,,,
2011,Los Angeles,1,Diabetes Short-term Complications,"3,918","7,504,083",52.2,50.5,,,,,,
2012,Los Angeles,1,Diabetes Short-term Complications,"3,899","7,317,992",53.3,52.7,,,,,,
2013,Los Angeles,1,Diabetes Short-term Complications,"3,928","7,410,685",53,52.6,,,,,,
2014,Los Angeles,1,Diabetes Short-term Complications,"4,259","7,525,122",56.6,55.6,,,,,,
2015,Los Angeles,1,Diabetes Short-term Complications,"3,186","5,622,301",56.7,57.1,,,,,,
2016,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,475","7,844,956",57,56.8,,
2017,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,535","7,870,676",57.6,57.5,,
2018,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,448","7,879,584",56.4,56.5,,
2019,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,486","7,871,889",57,57.2,,
2020,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,579","7,884,705",58.1,58.2,,
2021,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,848","7,772,371",62.4,62.8,,
2022,Los Angeles,1,Diabetes Short-term Complications,,,,,"4,895","7,737,357",63.3,63.8,,
2023,Los Angeles,1,Diabetes Short-term Complications,,,,,"5,329","7,710,575",69.1,66.1,,
2024,Los Angeles,1,Diabetes Short-term Complications,,,,,"5,596","7,812,233",71.6,72.4,,
2005,Madera,1,Diabetes Short-term Complications,80,"100,047",80,77.7,,,,,,
2006,Madera,1,Diabetes Short-term Complications,55,"102,344",53.7,52.3,,,,,,
2007,Madera,1,Diabetes Short-term Complications,43,"104,227",41.3,40.2,,,,,,
2008,Madera,1,Diabetes Short-term Complications,43,"105,909",40.6,39.6,,,,,,
2009,Madera,1,Diabetes Short-term Complications,44,"106,674",41.2,40.3,,,,,,
2010,Madera,1,Diabetes Short-term Complications,54,"108,385",49.8,48.6,,,,,,
2011,Madera,1,Diabetes Short-term Complications,68,"109,902",61.9,60.5,,,,,,
2012,Madera,1,Diabetes Short-term Complications,64,"106,934",59.9,59.4,,,,,,
2013,Madera,1,Diabetes Short-term Complications,76,"107,252",70.9,70.5,,,,,,
2014,Madera,1,Diabetes Short-term Complications,75,"113,845",65.9,65,,,,,,
2015,Madera,1,Diabetes Short-term Complications,46,"81,407",56.5,56.9,,,,,,
2016,Madera,1,Diabetes Short-term Complications,,,,,80,"111,156",72,59,,
2017,Madera,1,Diabetes Short-term Complications,,,,,71,"112,306",63.2,51.9,,
2018,Madera,1,Diabetes Short-term Complications,,,,,76,"113,445",67,55.1,,
2019,Madera,1,Diabetes Short-term Complications,,,,,83,"113,829",72.9,60.1,,
2020,Madera,1,Diabetes Short-term Complications,,,,,79,"113,532",69.6,57.2,,
2021,Madera,1,Diabetes Short-term Complications,,,,,72,"115,760",62.2,51.1,,
2022,Madera,1,Diabetes Short-term Complications,,,,,87,"116,890",74.4,61.2,,
2023,Madera,1,Diabetes Short-term Complications,,,,,100,"118,944",84.1,57.2,,
2024,Madera,1,Diabetes Short-term Complications,,,,,117,"121,480",96.3,68.4,,
2005,Marin,1,Diabetes Short-term Complications,44,"194,828",22.6,23.4,,,,,,
2006,Marin,1,Diabetes Short-term Complications,49,"194,956",25.1,26.1,,,,,,
2007,Marin,1,Diabetes Short-term Complications,42,"196,294",21.4,22.3,,,,,,
2008,Marin,1,Diabetes Short-term Complications,41,"197,929",20.7,21.7,,,,,,
2009,Marin,1,Diabetes Short-term Complications,45,"199,904",22.5,23.7,,,,,,
2010,Marin,1,Diabetes Short-term Complications,36,"201,547",17.9,18.9,,,,,,
2011,Marin,1,Diabetes Short-term Complications,52,"203,181",25.6,27.1,,,,,,
2012,Marin,1,Diabetes Short-term Complications,59,"200,046",29.5,31.8,,,,,,
2013,Marin,1,Diabetes Short-term Complications,72,"202,161",35.6,38.5,,,,,,
2014,Marin,1,Diabetes Short-term Complications,50,"201,613",24.8,26.7,,,,,,
2015,Marin,1,Diabetes Short-term Complications,37,"152,906",24.2,26.4,,,,,,
2016,Marin,1,Diabetes Short-term Complications,,,,,69,"207,330",33.3,60.6,,
2017,Marin,1,Diabetes Short-term Complications,,,,,55,"207,121",26.6,48.5,,
2018,Marin,1,Diabetes Short-term Complications,,,,,52,"207,824",25,45.8,,
2019,Marin,1,Diabetes Short-term Complications,,,,,55,"207,790",26.5,48.5,,
2020,Marin,1,Diabetes Short-term Complications,,,,,54,"209,991",25.7,47.1,,
2021,Marin,1,Diabetes Short-term Complications,,,,,52,"209,428",24.8,45.6,,
2022,Marin,1,Diabetes Short-term Complications,,,,,68,"207,716",32.7,60.4,,
2023,Marin,1,Diabetes Short-term Complications,,,,,66,"206,190",32,45.6,,
2024,Marin,1,Diabetes Short-term Complications,,,,,63,"208,562",30.2,43.3,,
2005,Mariposa,1,Diabetes Short-term Complications,5,"14,466",34.6,36.4,,,,,,
2006,Mariposa,1,Diabetes Short-term Complications,8,"14,728",54.3,57.3,,,,,,
2007,Mariposa,1,Diabetes Short-term Complications,2,"14,903",13.4,14.2,,,,,,
2008,Mariposa,1,Diabetes Short-term Complications,6,"14,996",40,42.8,,,,,,
2009,Mariposa,1,Diabetes Short-term Complications,3,"14,925",20.1,21.7,,,,,,
2010,Mariposa,1,Diabetes Short-term Complications,6,"15,017",40,43.1,,,,,,
2011,Mariposa,1,Diabetes Short-term Complications,5,"15,033",33.3,36,,,,,,
2012,Mariposa,1,Diabetes Short-term Complications,5,"16,563",30.2,30.7,,,,,,
2013,Mariposa,1,Diabetes Short-term Complications,6,"16,491",36.4,37,,,,,,
2014,Mariposa,1,Diabetes Short-term Complications,3,"16,334",18.4,19.3,,,,,,
2015,Mariposa,1,Diabetes Short-term Complications,3,"12,911",23.2,23.2,,,,,,
2016,Mariposa,1,Diabetes Short-term Complications,,,,,6,"14,636",41,44,,
2017,Mariposa,1,Diabetes Short-term Complications,,,,,6,"14,614",41.1,44.2,,
2018,Mariposa,1,Diabetes Short-term Complications,,,,,7,"14,527",48.2,52,,
2019,Mariposa,1,Diabetes Short-term Complications,,,,,11,"14,338",76.7,83.3,,
2020,Mariposa,1,Diabetes Short-term Complications,,,,,12,"14,229",84.3,92,,
2021,Mariposa,1,Diabetes Short-term Complications,,,,,9,"14,120",63.7,69.8,,
2022,Mariposa,1,Diabetes Short-term Complications,,,,,5,"14,037",35.6,39.1,,
2023,Mariposa,1,Diabetes Short-term Complications,,,,,9,"13,883",64.8,67.3,,
2024,Mariposa,1,Diabetes Short-term Complications,,,,,8,"14,107",56.7,49.4,,
2005,Mendocino,1,Diabetes Short-term Complications,23,"67,693",34,34.3,,,,,,
2006,Mendocino,1,Diabetes Short-term Complications,24,"67,469",35.6,36.1,,,,,,
2007,Mendocino,1,Diabetes Short-term Complications,30,"67,582",44.4,45.2,,,,,,
2008,Mendocino,1,Diabetes Short-term Complications,31,"68,025",45.6,46.6,,,,,,
2009,Mendocino,1,Diabetes Short-term Complications,27,"68,421",39.5,40.6,,,,,,
2010,Mendocino,1,Diabetes Short-term Complications,51,"68,517",74.4,76.8,,,,,,
2011,Mendocino,1,Diabetes Short-term Complications,45,"68,336",65.9,68.3,,,,,,
2012,Mendocino,1,Diabetes Short-term Complications,39,"68,344",57.1,59.6,,,,,,
2013,Mendocino,1,Diabetes Short-term Complications,48,"68,379",70.2,73.6,,,,,,
2014,Mendocino,1,Diabetes Short-term Complications,44,"69,334",63.5,66.4,,,,,,
2015,Mendocino,1,Diabetes Short-term Complications,37,"51,516",71.8,76.1,,,,,,
2016,Mendocino,1,Diabetes Short-term Complications,,,,,48,"68,410",70.2,59.6,,
2017,Mendocino,1,Diabetes Short-term Complications,,,,,67,"68,784",97.4,83,,
2018,Mendocino,1,Diabetes Short-term Complications,,,,,70,"68,876",101.6,87,,
2019,Mendocino,1,Diabetes Short-term Complications,,,,,62,"68,548",90.4,77.7,,
2020,Mendocino,1,Diabetes Short-term Complications,,,,,64,"71,994",88.9,76.4,,
2021,Mendocino,1,Diabetes Short-term Complications,,,,,52,"71,916",72.3,62.3,,
2022,Mendocino,1,Diabetes Short-term Complications,,,,,47,"71,066",66.1,57.2,,
2023,Mendocino,1,Diabetes Short-term Complications,,,,,56,"70,576",79.3,65.1,,
2024,Mendocino,1,Diabetes Short-term Complications,,,,,58,"70,848",81.9,67.7,,
2005,Merced,1,Diabetes Short-term Complications,106,"162,795",65.1,61.2,,,,,,
2006,Merced,1,Diabetes Short-term Complications,86,"165,009",52.1,49,,,,,,
2007,Merced,1,Diabetes Short-term Complications,107,"167,724",63.8,60,,,,,,
2008,Merced,1,Diabetes Short-term Complications,99,"169,736",58.3,55,,,,,,
2009,Merced,1,Diabetes Short-term Complications,92,"171,809",53.5,50.6,,,,,,
2010,Merced,1,Diabetes Short-term Complications,110,"175,232",62.8,59.4,,,,,,
2011,Merced,1,Diabetes Short-term Complications,134,"178,783",75,71,,,,,,
2012,Merced,1,Diabetes Short-term Complications,118,"174,274",67.7,65.5,,,,,,
2013,Merced,1,Diabetes Short-term Complications,126,"176,084",71.6,69.5,,,,,,
2014,Merced,1,Diabetes Short-term Complications,153,"184,892",82.8,79.2,,,,,,
2015,Merced,1,Diabetes Short-term Complications,132,"133,727",98.7,97.2,,,,,,
2016,Merced,1,Diabetes Short-term Complications,,,,,211,"187,379",112.6,89.1,,
2017,Merced,1,Diabetes Short-term Complications,,,,,176,"190,075",92.6,73.3,,
2018,Merced,1,Diabetes Short-term Complications,,,,,250,"193,011",129.5,102.6,,
2019,Merced,1,Diabetes Short-term Complications,,,,,249,"196,051",127,100.7,,
2020,Merced,1,Diabetes Short-term Complications,,,,,214,"199,655",107.2,85,,
2021,Merced,1,Diabetes Short-term Complications,,,,,293,"201,787",145.2,115.4,,
2022,Merced,1,Diabetes Short-term Complications,,,,,235,"207,099",113.5,90,,
2023,Merced,1,Diabetes Short-term Complications,,,,,256,"209,020",122.5,81.5,,
2024,Merced,1,Diabetes Short-term Complications,,,,,221,"214,218",103.2,71.9,,
2005,Modoc,1,Diabetes Short-term Complications,3,"7,407",40.5,42.7,,,,,,
2006,Modoc,1,Diabetes Short-term Complications,4,"7,461",53.6,56.7,,,,,,
2007,Modoc,1,Diabetes Short-term Complications,1,"7,429",13.5,14.4,,,,,,
2008,Modoc,1,Diabetes Short-term Complications,1,"7,469",13.4,14.3,,,,,,
2009,Modoc,1,Diabetes Short-term Complications,4,"7,565",52.9,56.7,,,,,,
2010,Modoc,1,Diabetes Short-term Complications,3,"7,599",39.5,42.3,,,,,,
2011,Modoc,1,Diabetes Short-term Complications,2,"7,517",26.6,28.8,,,,,,
2012,Modoc,1,Diabetes Short-term Complications,2,"9,249",21.6,20.5,,,,,,
2013,Modoc,1,Diabetes Short-term Complications,2,"9,141",21.9,20.8,,,,,,
2014,Modoc,1,Diabetes Short-term Complications,1,"8,570",11.7,11.7,,,,,,
2015,Modoc,1,Diabetes Short-term Complications,5,"7,417",67.4,61.5,,,,,,
2016,Modoc,1,Diabetes Short-term Complications,,,,,3,"7,172",41.8,29.8,,
2017,Modoc,1,Diabetes Short-term Complications,,,,,4,"7,115",56.2,40.2,,
2018,Modoc,1,Diabetes Short-term Complications,,,,,11,"7,066",155.7,112,,
2019,Modoc,1,Diabetes Short-term Complications,,,,,10,"7,114",140.6,101.2,,
2020,Modoc,1,Diabetes Short-term Complications,,,,,9,"6,998",128.6,93,,
2021,Modoc,1,Diabetes Short-term Complications,,,,,4,"7,005",57.1,41.6,,
2022,Modoc,1,Diabetes Short-term Complications,,,,,2,"6,957",28.7,21,,
2023,Modoc,1,Diabetes Short-term Complications,,,,,0,"6,906",0,0,,
2024,Modoc,1,Diabetes Short-term Complications,,,,,4,"6,922",57.8,62.8,,
2005,Mono,1,Diabetes Short-term Complications,2,"10,514",19,18.1,,,,,,
2006,Mono,1,Diabetes Short-term Complications,1,"10,747",9.3,8.8,,,,,,
2007,Mono,1,Diabetes Short-term Complications,2,"10,719",18.7,17.8,,,,,,
2008,Mono,1,Diabetes Short-term Complications,2,"10,892",18.4,17.6,,,,,,
2009,Mono,1,Diabetes Short-term Complications,1,"11,055",9,8.7,,,,,,
2010,Mono,1,Diabetes Short-term Complications,0,"11,224",0,0,,,,,,
2011,Mono,1,Diabetes Short-term Complications,5,"11,294",44.3,43,,,,,,
2012,Mono,1,Diabetes Short-term Complications,3,"13,186",22.8,20.7,,,,,,
2013,Mono,1,Diabetes Short-term Complications,6,"12,990",46.2,42.3,,,,,,
2014,Mono,1,Diabetes Short-term Complications,6,"12,503",48,45.1,,,,,,
2015,Mono,1,Diabetes Short-term Complications,0,"10,444",0,0,,,,,,
2016,Mono,1,Diabetes Short-term Complications,,,,,3,"11,591",25.9,30.3,,
2017,Mono,1,Diabetes Short-term Complications,,,,,1,"11,686",8.6,10.1,,
2018,Mono,1,Diabetes Short-term Complications,,,,,3,"11,760",25.5,30.1,,
2019,Mono,1,Diabetes Short-term Complications,,,,,5,"11,882",42.1,49.9,,
2020,Mono,1,Diabetes Short-term Complications,,,,,0,"10,909",0,0,,
2021,Mono,1,Diabetes Short-term Complications,,,,,6,"10,984",54.6,65,,
2022,Mono,1,Diabetes Short-term Complications,,,,,5,"10,782",46.4,55.5,,
2023,Mono,1,Diabetes Short-term Complications,,,,,5,"10,809",46.3,58.8,,
2024,Mono,1,Diabetes Short-term Complications,,,,,7,"10,725",65.3,68.9,,
2005,Monterey,1,Diabetes Short-term Complications,122,"294,634",41.4,39.4,,,,,,
2006,Monterey,1,Diabetes Short-term Complications,115,"292,832",39.3,37.4,,,,,,
2007,Monterey,1,Diabetes Short-term Complications,123,"293,684",41.9,40,,,,,,
2008,Monterey,1,Diabetes Short-term Complications,124,"296,155",41.9,40.1,,,,,,
2009,Monterey,1,Diabetes Short-term Complications,128,"299,502",42.7,41,,,,,,
2010,Monterey,1,Diabetes Short-term Complications,165,"304,351",54.2,52.1,,,,,,
2011,Monterey,1,Diabetes Short-term Complications,137,"308,056",44.5,42.8,,,,,,
2012,Monterey,1,Diabetes Short-term Complications,166,"301,958",55,54,,,,,,
2013,Monterey,1,Diabetes Short-term Complications,168,"304,287",55.2,54.5,,,,,,
2014,Monterey,1,Diabetes Short-term Complications,154,"305,907",50.3,49.2,,,,,,
2015,Monterey,1,Diabetes Short-term Complications,102,"229,305",44.5,44.6,,,,,,
2016,Monterey,1,Diabetes Short-term Complications,,,,,167,"318,887",52.4,52.3,,
2017,Monterey,1,Diabetes Short-term Complications,,,,,157,"319,394",49.2,49.3,,
2018,Monterey,1,Diabetes Short-term Complications,,,,,168,"319,764",52.5,52.8,,
2019,Monterey,1,Diabetes Short-term Complications,,,,,156,"320,591",48.7,49,,
2020,Monterey,1,Diabetes Short-term Complications,,,,,164,"324,926",50.5,50.8,,
2021,Monterey,1,Diabetes Short-term Complications,,,,,192,"325,443",59,59.5,,
2022,Monterey,1,Diabetes Short-term Complications,,,,,212,"322,881",65.7,66.4,,
2023,Monterey,1,Diabetes Short-term Complications,,,,,202,"321,055",62.9,62,,
2024,Monterey,1,Diabetes Short-term Complications,,,,,203,"326,450",62.2,62.2,,
2005,Napa,1,Diabetes Short-term Complications,26,"99,628",26.1,26.3,,,,,,
2006,Napa,1,Diabetes Short-term Complications,29,"100,569",28.8,29.1,,,,,,
2007,Napa,1,Diabetes Short-term Complications,26,"101,701",25.6,25.9,,,,,,
2008,Napa,1,Diabetes Short-term Complications,36,"102,958",35,35.4,,,,,,
2009,Napa,1,Diabetes Short-term Complications,52,"103,909",50,50.8,,,,,,
2010,Napa,1,Diabetes Short-term Complications,35,"105,302",33.2,33.8,,,,,,
2011,Napa,1,Diabetes Short-term Complications,39,"106,488",36.6,37.3,,,,,,
2012,Napa,1,Diabetes Short-term Complications,37,"106,095",34.9,35.9,,,,,,
2013,Napa,1,Diabetes Short-term Complications,44,"107,433",41,42.2,,,,,,
2014,Napa,1,Diabetes Short-term Complications,57,"108,610",52.5,53.8,,,,,,
2015,Napa,1,Diabetes Short-term Complications,42,"82,361",51,53,,,,,,
2016,Napa,1,Diabetes Short-term Complications,,,,,43,"110,813",38.8,55,,
2017,Napa,1,Diabetes Short-term Complications,,,,,47,"110,539",42.5,60.5,,
2018,Napa,1,Diabetes Short-term Complications,,,,,49,"110,023",44.5,63.5,,
2019,Napa,1,Diabetes Short-term Complications,,,,,58,"109,823",52.8,75.5,,
2020,Napa,1,Diabetes Short-term Complications,,,,,53,"110,025",48.2,69,,
2021,Napa,1,Diabetes Short-term Complications,,,,,49,"109,635",44.7,64.1,,
2022,Napa,1,Diabetes Short-term Complications,,,,,46,"108,501",42.4,61,,
2023,Napa,1,Diabetes Short-term Complications,,,,,63,"107,838",58.4,81.8,,
2024,Napa,1,Diabetes Short-term Complications,,,,,70,"108,121",64.7,91.4,,
2005,Nevada,1,Diabetes Short-term Complications,23,"77,111",29.8,31.3,,,,,,
2006,Nevada,1,Diabetes Short-term Complications,21,"77,728",27,28.5,,,,,,
2007,Nevada,1,Diabetes Short-term Complications,16,"78,179",20.5,21.7,,,,,,
2008,Nevada,1,Diabetes Short-term Complications,24,"78,803",30.5,32.4,,,,,,
2009,Nevada,1,Diabetes Short-term Complications,15,"79,505",18.9,20.2,,,,,,
2010,Nevada,1,Diabetes Short-term Complications,22,"80,097",27.5,29.5,,,,,,
2011,Nevada,1,Diabetes Short-term Complications,25,"80,389",31.1,33.5,,,,,,
2012,Nevada,1,Diabetes Short-term Complications,33,"80,329",41.1,44.6,,,,,,
2013,Nevada,1,Diabetes Short-term Complications,44,"80,699",54.5,59.5,,,,,,
2014,Nevada,1,Diabetes Short-term Complications,38,"82,513",46.1,50.1,,,,,,
2015,Nevada,1,Diabetes Short-term Complications,29,"61,125",47.4,52.4,,,,,,
2016,Nevada,1,Diabetes Short-term Complications,,,,,55,"81,656",67.4,84.9,,
2017,Nevada,1,Diabetes Short-term Complications,,,,,44,"82,237",53.5,67.7,,
2018,Nevada,1,Diabetes Short-term Complications,,,,,53,"82,386",64.3,81.8,,
2019,Nevada,1,Diabetes Short-term Complications,,,,,55,"82,691",66.5,84.9,,
2020,Nevada,1,Diabetes Short-term Complications,,,,,36,"84,957",42.4,54.1,,
2021,Nevada,1,Diabetes Short-term Complications,,,,,32,"86,140",37.1,47.4,,
