County,Region,PQIDescription,YearsToRetirement,CtyRetirePercent,RegionRetirePercent,StRetirePercent
Solano,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.069,0.041,0.041
Solano,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.098,0.138,0.141
Solano,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.151,0.17,0.175
Solano,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.681,0.652,0.642
Solano,Greater Bay Area,Diabetes Composite,0-2 years,0.072,0.041,0.041
Solano,Greater Bay Area,Diabetes Composite,3-5 years,0.11,0.138,0.138
Solano,Greater Bay Area,Diabetes Composite,6-10 years,0.16,0.166,0.173
Solano,Greater Bay Area,Diabetes Composite,11+ years,0.658,0.655,0.647
Solano,Greater Bay Area,Heart Failure,0-2 years,0.066,0.04,0.039
Solano,Greater Bay Area,Heart Failure,3-5 years,0.107,0.132,0.135
Solano,Greater Bay Area,Heart Failure,6-10 years,0.167,0.173,0.174
Solano,Greater Bay Area,Heart Failure,11+ years,0.66,0.655,0.653
Solano,Greater Bay Area,Hypertension,0-2 years,0.067,0.04,0.039
Solano,Greater Bay Area,Hypertension,3-5 years,0.112,0.134,0.135
Solano,Greater Bay Area,Hypertension,6-10 years,0.164,0.174,0.174
Solano,Greater Bay Area,Hypertension,11+ years,0.656,0.653,0.653
Solano,Greater Bay Area,Urinary Tract Infection,0-2 years,0.065,0.046,0.044
Solano,Greater Bay Area,Urinary Tract Infection,3-5 years,0.094,0.139,0.144
Solano,Greater Bay Area,Urinary Tract Infection,6-10 years,0.173,0.178,0.18
Solano,Greater Bay Area,Urinary Tract Infection,11+ years,0.668,0.636,0.632
Sonoma,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.084,0.041,0.041
Sonoma,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.192,0.138,0.141
Sonoma,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.174,0.169,0.175
Sonoma,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.55,0.652,0.642
Sonoma,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.077,0.042,0.043
Sonoma,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.184,0.137,0.141
Sonoma,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.191,0.168,0.178
Sonoma,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.548,0.653,0.638
Sonoma,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.083,0.041,0.041
Sonoma,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.189,0.138,0.141
Sonoma,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.176,0.17,0.175
Sonoma,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.552,0.652,0.642
Sonoma,Greater Bay Area,Diabetes Composite,0-2 years,0.072,0.041,0.041
Sonoma,Greater Bay Area,Diabetes Composite,3-5 years,0.185,0.138,0.138
Sonoma,Greater Bay Area,Diabetes Composite,6-10 years,0.184,0.166,0.173
Sonoma,Greater Bay Area,Diabetes Composite,11+ years,0.559,0.655,0.647
Sonoma,Greater Bay Area,Heart Failure,0-2 years,0.087,0.04,0.039
Sonoma,Greater Bay Area,Heart Failure,3-5 years,0.179,0.132,0.135
Sonoma,Greater Bay Area,Heart Failure,6-10 years,0.198,0.173,0.174
Sonoma,Greater Bay Area,Heart Failure,11+ years,0.536,0.655,0.653
Sonoma,Greater Bay Area,Hypertension,0-2 years,0.079,0.04,0.039
Sonoma,Greater Bay Area,Hypertension,3-5 years,0.182,0.134,0.135
Sonoma,Greater Bay Area,Hypertension,6-10 years,0.196,0.174,0.174
Sonoma,Greater Bay Area,Hypertension,11+ years,0.543,0.653,0.653
Sonoma,Greater Bay Area,Urinary Tract Infection,0-2 years,0.088,0.046,0.044
Sonoma,Greater Bay Area,Urinary Tract Infection,3-5 years,0.193,0.139,0.144
Sonoma,Greater Bay Area,Urinary Tract Infection,6-10 years,0.184,0.178,0.18
Sonoma,Greater Bay Area,Urinary Tract Infection,11+ years,0.535,0.636,0.632
Stanislaus,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),0-2 years,0.019,0.034,0.041
Stanislaus,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),3-5 years,0.153,0.137,0.141
Stanislaus,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),6-10 years,0.172,0.191,0.175
Stanislaus,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),11+ years,0.657,0.639,0.642
Stanislaus,San Joaquin Valley,Community-Acquired Pneumonia,0-2 years,0.019,0.032,0.043
Stanislaus,San Joaquin Valley,Community-Acquired Pneumonia,3-5 years,0.136,0.135,0.141
Stanislaus,San Joaquin Valley,Community-Acquired Pneumonia,6-10 years,0.182,0.191,0.178
Stanislaus,San Joaquin Valley,Community-Acquired Pneumonia,11+ years,0.663,0.641,0.638
Stanislaus,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.019,0.034,0.041
Stanislaus,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.153,0.137,0.141
Stanislaus,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.172,0.19,0.175
Stanislaus,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),11+ years,0.657,0.639,0.642
Stanislaus,San Joaquin Valley,Diabetes Composite,0-2 years,0.018,0.032,0.041
Stanislaus,San Joaquin Valley,Diabetes Composite,3-5 years,0.128,0.131,0.138
Stanislaus,San Joaquin Valley,Diabetes Composite,6-10 years,0.194,0.188,0.173
Stanislaus,San Joaquin Valley,Diabetes Composite,11+ years,0.66,0.648,0.647
Stanislaus,San Joaquin Valley,Heart Failure,0-2 years,0.019,0.029,0.039
Stanislaus,San Joaquin Valley,Heart Failure,3-5 years,0.128,0.127,0.135
Stanislaus,San Joaquin Valley,Heart Failure,6-10 years,0.169,0.18,0.174
Stanislaus,San Joaquin Valley,Heart Failure,11+ years,0.683,0.664,0.653
Stanislaus,San Joaquin Valley,Hypertension,0-2 years,0.019,0.031,0.039
Stanislaus,San Joaquin Valley,Hypertension,3-5 years,0.122,0.126,0.135
Stanislaus,San Joaquin Valley,Hypertension,6-10 years,0.179,0.177,0.174
Stanislaus,San Joaquin Valley,Hypertension,11+ years,0.68,0.666,0.653
Stanislaus,San Joaquin Valley,Urinary Tract Infection,0-2 years,0.017,0.035,0.044
Stanislaus,San Joaquin Valley,Urinary Tract Infection,3-5 years,0.139,0.137,0.144
Stanislaus,San Joaquin Valley,Urinary Tract Infection,6-10 years,0.162,0.191,0.18
Stanislaus,San Joaquin Valley,Urinary Tract Infection,11+ years,0.682,0.636,0.632
Sutter,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.059,0.088,0.041
Sutter,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.222,0.227,0.141
Sutter,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.209,0.2,0.175
Sutter,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.51,0.483,0.642
Sutter,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.037,0.086,0.043
Sutter,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.233,0.225,0.141
Sutter,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.219,0.2,0.178
Sutter,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.511,0.487,0.638
Sutter,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.059,0.087,0.041
Sutter,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.222,0.231,0.141
Sutter,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.209,0.199,0.175
Sutter,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.51,0.481,0.642
Sutter,Northern and Sierra,Diabetes Composite,0-2 years,0.035,0.084,0.041
Sutter,Northern and Sierra,Diabetes Composite,3-5 years,0.308,0.233,0.138
Sutter,Northern and Sierra,Diabetes Composite,6-10 years,0.203,0.201,0.173
Sutter,Northern and Sierra,Diabetes Composite,11+ years,0.454,0.481,0.647
Sutter,Northern and Sierra,Heart Failure,0-2 years,0.039,0.077,0.039
Sutter,Northern and Sierra,Heart Failure,3-5 years,0.203,0.227,0.135
Sutter,Northern and Sierra,Heart Failure,6-10 years,0.227,0.192,0.174
Sutter,Northern and Sierra,Heart Failure,11+ years,0.531,0.504,0.653
Sutter,Northern and Sierra,Hypertension,0-2 years,0.038,0.076,0.039
Sutter,Northern and Sierra,Hypertension,3-5 years,0.238,0.226,0.135
Sutter,Northern and Sierra,Hypertension,6-10 years,0.224,0.19,0.174
Sutter,Northern and Sierra,Hypertension,11+ years,0.5,0.507,0.653
Sutter,Northern and Sierra,Urinary Tract Infection,0-2 years,0.036,0.096,0.044
Sutter,Northern and Sierra,Urinary Tract Infection,3-5 years,0.21,0.225,0.144
Sutter,Northern and Sierra,Urinary Tract Infection,6-10 years,0.221,0.189,0.18
Sutter,Northern and Sierra,Urinary Tract Infection,11+ years,0.533,0.488,0.632
Tehama,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.093,0.088,0.041
Tehama,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.236,0.227,0.141
Tehama,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.379,0.2,0.175
Tehama,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.292,0.483,0.642
Tehama,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.093,0.086,0.043
Tehama,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.236,0.225,0.141
Tehama,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.379,0.2,0.178
Tehama,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.292,0.487,0.638
Tehama,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.093,0.087,0.041
Tehama,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.236,0.231,0.141
Tehama,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.379,0.199,0.175
Tehama,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.292,0.481,0.642
Tehama,Northern and Sierra,Diabetes Composite,0-2 years,0.093,0.084,0.041
Tehama,Northern and Sierra,Diabetes Composite,3-5 years,0.236,0.233,0.138
Tehama,Northern and Sierra,Diabetes Composite,6-10 years,0.379,0.201,0.173
Tehama,Northern and Sierra,Diabetes Composite,11+ years,0.292,0.481,0.647
Tehama,Northern and Sierra,Heart Failure,0-2 years,0.084,0.077,0.039
Tehama,Northern and Sierra,Heart Failure,3-5 years,0.266,0.227,0.135
Tehama,Northern and Sierra,Heart Failure,6-10 years,0.34,0.192,0.174
Tehama,Northern and Sierra,Heart Failure,11+ years,0.309,0.504,0.653
Tehama,Northern and Sierra,Hypertension,0-2 years,0.084,0.076,0.039
Tehama,Northern and Sierra,Hypertension,3-5 years,0.266,0.226,0.135
Tehama,Northern and Sierra,Hypertension,6-10 years,0.34,0.19,0.174
Tehama,Northern and Sierra,Hypertension,11+ years,0.309,0.507,0.653
Tehama,Northern and Sierra,Urinary Tract Infection,0-2 years,0.088,0.096,0.044
Tehama,Northern and Sierra,Urinary Tract Infection,3-5 years,0.223,0.225,0.144
Tehama,Northern and Sierra,Urinary Tract Infection,6-10 years,0.358,0.189,0.18
Tehama,Northern and Sierra,Urinary Tract Infection,11+ years,0.331,0.488,0.632
Trinity,Northern and Sierra,Heart Failure,0-2 years,0,0.077,0.039
Trinity,Northern and Sierra,Heart Failure,3-5 years,0,0.227,0.135
Trinity,Northern and Sierra,Heart Failure,6-10 years,0.351,0.192,0.174
Trinity,Northern and Sierra,Heart Failure,11+ years,0.649,0.504,0.653
Trinity,Northern and Sierra,Hypertension,0-2 years,0,0.076,0.039
Trinity,Northern and Sierra,Hypertension,3-5 years,0,0.226,0.135
Trinity,Northern and Sierra,Hypertension,6-10 years,0.351,0.19,0.174
Trinity,Northern and Sierra,Hypertension,11+ years,0.649,0.507,0.653
Tulare,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),0-2 years,0.016,0.034,0.041
Tulare,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),3-5 years,0.096,0.137,0.141
Tulare,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),6-10 years,0.181,0.191,0.175
Tulare,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),11+ years,0.707,0.639,0.642
Tulare,San Joaquin Valley,Community-Acquired Pneumonia,0-2 years,0.017,0.032,0.043
Tulare,San Joaquin Valley,Community-Acquired Pneumonia,3-5 years,0.081,0.135,0.141
Tulare,San Joaquin Valley,Community-Acquired Pneumonia,6-10 years,0.167,0.191,0.178
Tulare,San Joaquin Valley,Community-Acquired Pneumonia,11+ years,0.735,0.641,0.638
Tulare,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.016,0.034,0.041
Tulare,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.096,0.137,0.141
Tulare,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.181,0.19,0.175
Tulare,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),11+ years,0.707,0.639,0.642
Tulare,San Joaquin Valley,Diabetes Composite,0-2 years,0.034,0.032,0.041
Tulare,San Joaquin Valley,Diabetes Composite,3-5 years,0.081,0.131,0.138
Tulare,San Joaquin Valley,Diabetes Composite,6-10 years,0.204,0.188,0.173
Tulare,San Joaquin Valley,Diabetes Composite,11+ years,0.681,0.648,0.647
Tulare,San Joaquin Valley,Heart Failure,0-2 years,0.013,0.029,0.039
Tulare,San Joaquin Valley,Heart Failure,3-5 years,0.077,0.127,0.135
Tulare,San Joaquin Valley,Heart Failure,6-10 years,0.178,0.18,0.174
Tulare,San Joaquin Valley,Heart Failure,11+ years,0.732,0.664,0.653
Tulare,San Joaquin Valley,Hypertension,0-2 years,0.029,0.031,0.039
Tulare,San Joaquin Valley,Hypertension,3-5 years,0.075,0.126,0.135
Tulare,San Joaquin Valley,Hypertension,6-10 years,0.181,0.177,0.174
Tulare,San Joaquin Valley,Hypertension,11+ years,0.715,0.666,0.653
Tulare,San Joaquin Valley,Urinary Tract Infection,0-2 years,0.033,0.035,0.044
Tulare,San Joaquin Valley,Urinary Tract Infection,3-5 years,0.088,0.137,0.144
Tulare,San Joaquin Valley,Urinary Tract Infection,6-10 years,0.193,0.191,0.18
Tulare,San Joaquin Valley,Urinary Tract Infection,11+ years,0.686,0.636,0.632
Tuolumne,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.064,0.088,0.041
Tuolumne,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.191,0.227,0.141
Tuolumne,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.353,0.2,0.175
Tuolumne,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.392,0.483,0.642
Tuolumne,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.08,0.086,0.043
Tuolumne,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.16,0.225,0.141
Tuolumne,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.265,0.2,0.178
Tuolumne,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.494,0.487,0.638
Tuolumne,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.064,0.087,0.041
Tuolumne,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.191,0.231,0.141
Tuolumne,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.353,0.199,0.175
Tuolumne,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.392,0.481,0.642
Tuolumne,Northern and Sierra,Diabetes Composite,0-2 years,0.077,0.084,0.041
Tuolumne,Northern and Sierra,Diabetes Composite,3-5 years,0.23,0.233,0.138
Tuolumne,Northern and Sierra,Diabetes Composite,6-10 years,0.221,0.201,0.173
Tuolumne,Northern and Sierra,Diabetes Composite,11+ years,0.472,0.481,0.647
Tuolumne,Northern and Sierra,Heart Failure,0-2 years,0.098,0.077,0.039
Tuolumne,Northern and Sierra,Heart Failure,3-5 years,0.129,0.227,0.135
Tuolumne,Northern and Sierra,Heart Failure,6-10 years,0.219,0.192,0.174
Tuolumne,Northern and Sierra,Heart Failure,11+ years,0.554,0.504,0.653
Tuolumne,Northern and Sierra,Hypertension,0-2 years,0.103,0.076,0.039
Tuolumne,Northern and Sierra,Hypertension,3-5 years,0.136,0.226,0.135
Tuolumne,Northern and Sierra,Hypertension,6-10 years,0.179,0.19,0.174
Tuolumne,Northern and Sierra,Hypertension,11+ years,0.582,0.507,0.653
Tuolumne,Northern and Sierra,Urinary Tract Infection,0-2 years,0.067,0.096,0.044
Tuolumne,Northern and Sierra,Urinary Tract Infection,3-5 years,0.134,0.225,0.144
Tuolumne,Northern and Sierra,Urinary Tract Infection,6-10 years,0.196,0.189,0.18
Tuolumne,Northern and Sierra,Urinary Tract Infection,11+ years,0.603,0.488,0.632
Ventura,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.034,0.057,0.041
Ventura,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.196,0.197,0.141
Ventura,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.142,0.173,0.175
Ventura,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.628,0.573,0.642
Ventura,Central Coast,Community-Acquired Pneumonia,0-2 years,0.036,0.057,0.043
Ventura,Central Coast,Community-Acquired Pneumonia,3-5 years,0.171,0.185,0.141
Ventura,Central Coast,Community-Acquired Pneumonia,6-10 years,0.156,0.182,0.178
Ventura,Central Coast,Community-Acquired Pneumonia,11+ years,0.637,0.576,0.638
Ventura,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.033,0.057,0.041
Ventura,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.195,0.195,0.141
Ventura,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.143,0.174,0.175
Ventura,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.629,0.574,0.642
Ventura,Central Coast,Diabetes Composite,0-2 years,0.037,0.052,0.041
Ventura,Central Coast,Diabetes Composite,3-5 years,0.157,0.175,0.138
Ventura,Central Coast,Diabetes Composite,6-10 years,0.165,0.189,0.173
Ventura,Central Coast,Diabetes Composite,11+ years,0.641,0.585,0.647
Ventura,Central Coast,Heart Failure,0-2 years,0.034,0.05,0.039
Ventura,Central Coast,Heart Failure,3-5 years,0.155,0.17,0.135
Ventura,Central Coast,Heart Failure,6-10 years,0.172,0.196,0.174
Ventura,Central Coast,Heart Failure,11+ years,0.639,0.584,0.653
Ventura,Central Coast,Hypertension,0-2 years,0.034,0.048,0.039
Ventura,Central Coast,Hypertension,3-5 years,0.15,0.169,0.135
Ventura,Central Coast,Hypertension,6-10 years,0.175,0.196,0.174
Ventura,Central Coast,Hypertension,11+ years,0.641,0.587,0.653
Ventura,Central Coast,Urinary Tract Infection,0-2 years,0.045,0.058,0.044
Ventura,Central Coast,Urinary Tract Infection,3-5 years,0.175,0.194,0.144
Ventura,Central Coast,Urinary Tract Infection,6-10 years,0.152,0.178,0.18
Ventura,Central Coast,Urinary Tract Infection,11+ years,0.628,0.57,0.632
Yolo,Sacramento Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.104,0.048,0.041
Yolo,Sacramento Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.16,0.122,0.141
Yolo,Sacramento Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.189,0.171,0.175
Yolo,Sacramento Area,Asthma in Younger Adults (Age 18-39),11+ years,0.547,0.659,0.642
Yolo,Sacramento Area,Community-Acquired Pneumonia,0-2 years,0.106,0.046,0.043
Yolo,Sacramento Area,Community-Acquired Pneumonia,3-5 years,0.157,0.12,0.141
Yolo,Sacramento Area,Community-Acquired Pneumonia,6-10 years,0.178,0.165,0.178
Yolo,Sacramento Area,Community-Acquired Pneumonia,11+ years,0.559,0.668,0.638
Yolo,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.104,0.049,0.041
Yolo,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.16,0.122,0.141
Yolo,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.189,0.171,0.175
Yolo,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.547,0.658,0.642
Yolo,Sacramento Area,Diabetes Composite,0-2 years,0.111,0.047,0.041
Yolo,Sacramento Area,Diabetes Composite,3-5 years,0.152,0.115,0.138
Yolo,Sacramento Area,Diabetes Composite,6-10 years,0.177,0.169,0.173
Yolo,Sacramento Area,Diabetes Composite,11+ years,0.559,0.67,0.647
Yolo,Sacramento Area,Heart Failure,0-2 years,0.093,0.043,0.039
Yolo,Sacramento Area,Heart Failure,3-5 years,0.183,0.114,0.135
Yolo,Sacramento Area,Heart Failure,6-10 years,0.183,0.168,0.174
Yolo,Sacramento Area,Heart Failure,11+ years,0.54,0.675,0.653
Yolo,Sacramento Area,Hypertension,0-2 years,0.094,0.043,0.039
Yolo,Sacramento Area,Hypertension,3-5 years,0.173,0.114,0.135
Yolo,Sacramento Area,Hypertension,6-10 years,0.184,0.167,0.174
Yolo,Sacramento Area,Hypertension,11+ years,0.55,0.677,0.653
Yolo,Sacramento Area,Urinary Tract Infection,0-2 years,0.118,0.054,0.044
Yolo,Sacramento Area,Urinary Tract Infection,3-5 years,0.145,0.122,0.144
Yolo,Sacramento Area,Urinary Tract Infection,6-10 years,0.191,0.169,0.18
Yolo,Sacramento Area,Urinary Tract Infection,11+ years,0.546,0.655,0.632
Yuba,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.101,0.088,0.041
Yuba,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.101,0.227,0.141
Yuba,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.189,0.2,0.175
Yuba,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.61,0.483,0.642
Yuba,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.101,0.086,0.043
Yuba,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.101,0.225,0.141
Yuba,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.189,0.2,0.178
Yuba,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.61,0.487,0.638
Yuba,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.101,0.087,0.041
Yuba,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.101,0.231,0.141
Yuba,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.189,0.199,0.175
Yuba,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.61,0.481,0.642
Yuba,Northern and Sierra,Diabetes Composite,0-2 years,0.09,0.084,0.041
Yuba,Northern and Sierra,Diabetes Composite,3-5 years,0.09,0.233,0.138
Yuba,Northern and Sierra,Diabetes Composite,6-10 years,0.168,0.201,0.173
Yuba,Northern and Sierra,Diabetes Composite,11+ years,0.653,0.481,0.647
Yuba,Northern and Sierra,Heart Failure,0-2 years,0.061,0.077,0.039
Yuba,Northern and Sierra,Heart Failure,3-5 years,0.061,0.227,0.135
Yuba,Northern and Sierra,Heart Failure,6-10 years,0.174,0.192,0.174
Yuba,Northern and Sierra,Heart Failure,11+ years,0.705,0.504,0.653
Yuba,Northern and Sierra,Hypertension,0-2 years,0.061,0.076,0.039
Yuba,Northern and Sierra,Hypertension,3-5 years,0.061,0.226,0.135
Yuba,Northern and Sierra,Hypertension,6-10 years,0.174,0.19,0.174
Yuba,Northern and Sierra,Hypertension,11+ years,0.705,0.507,0.653
Yuba,Northern and Sierra,Urinary Tract Infection,0-2 years,0.101,0.096,0.044
Yuba,Northern and Sierra,Urinary Tract Infection,3-5 years,0.101,0.225,0.144
Yuba,Northern and Sierra,Urinary Tract Infection,6-10 years,0.189,0.189,0.18
Yuba,Northern and Sierra,Urinary Tract Infection,11+ years,0.61,0.488,0.632
