county,year,oshpd_id,facility_name,city,discharges,patient_days,ed_visits,net_patient_rev,op_revenue,op_expense,medi_cal_trad,medi_cal_mc,medi_cal_total_rev,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,medi_cal_rev_share
ORANGE,2012,106301297,PLACENTIA LINDA COMMUNITY HOSPITAL,PLACENTIA,,,,,,,,,0.0,,,,,
ORANGE,2012,106301304,NEWPORT BAY HOSPITAL,NEWPORT BEACH,,,,,,,,,0.0,,,,,
ORANGE,2012,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,45345.0,,,,,,,,0.0,,,,,
ORANGE,2012,106301340,ST. JOSEPH HOSPITAL,ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2012,106301342,ST. JUDE MEDICAL CENTER,FULLERTON,,,,,,,,,0.0,,,,,
ORANGE,2012,106301357,NEWPORT SPECIALTY HOSPITAL,TUSTIN,449.0,,,,,,,,0.0,,,,,
ORANGE,2012,106301379,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,1651.0,,,,,,,,0.0,,,,,
ORANGE,2012,106301380,KINDRED HOSPITAL WESTMINSTER,WESTMINSTER,1058.0,,,,,,,,0.0,,,,,
ORANGE,2012,106301566,WESTERN MEDICAL CENTER SANTA ANA,SANTA ANA,1625.0,,,,,,,,0.0,,,,,
ORANGE,2012,106301781,FAIRVIEW DEVELOPMENTAL CENTER,COSTA MESA,,,,,,,,,0.0,,,,,
ORANGE,2012,106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,TUSTIN,1390.0,,,,,,,,0.0,,,,,
ORANGE,2012,106304113,CHILDREN'S HOSPITAL AT MISSION,MISSION VIEJO,1864.0,,,,,,,,0.0,,,,,
ORANGE,2012,106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,,,,,,,,,0.0,,,,,
ORANGE,2012,106304460,"HOAG ORTHOPEDIC INSTITUTE, LLC",IRVINE,3855.0,,,,,,,,0.0,,,,,
PLACER,2012,106310791,SUTTER AUBURN FAITH HOSPITAL,AUBURN,1270.0,,,,,,,,0.0,,,,,
PLACER,2012,106311000,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,3658.0,,,,,,,,0.0,,,,,
PLACER,2012,106314024,KAISER FOUNDATION HOSPITALS - ROSEVILLE,ROSEVILLE,3077.0,,,,,,,,0.0,,,,,
PLACER,2012,106314029,PLACER PHF,ROSEVILLE,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106330120,BETTY FORD CENTER AT EISENHOWER,RANCHO MIRAGE,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331152,UHS-CORONA INCORPORATED,CORONA,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331164,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331168,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331194,HEMET VALLEY MEDICAL CENTER,HEMET,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331216,JFK MEMORIAL HOSPITAL INC.,INDIO,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331226,"KNOLLWOOD PSYCHIATRIC HOSPITAL & CHEMICAL DEPENDENCY CENTER,",RIVERSIDE,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,10110.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106332172,"KND DEVELOPMENT 54, LLC",PERRIS,471.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334018,MENIFEE VALLEY MEDICAL CENTER,HEMET,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334025,KAISER PERMANENTE HOSPITALS - RIVERSIDE,RIVERSIDE,2296.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334048,KAISER PERMANENTE HOSPITALS - MORENO VALLEY,MORENO VALLEY,1280.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334068,RANCHO SPRINGS OF UHS,MURRIETA,,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334457,"OASIS REHABILITATION CENTER, INC.",INDIO,1043.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,27010.0,,,,,,,,0.0,,,,,
RIVERSIDE,2012,106334589,"PHYSICIANS HOSPITAL OF MURRIETA, LLC",MURRIETA,2085.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106340913,KAISER FOUNDATION HOSPITALS - SACRAMENTO,SACRAMENTO,2673.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106340947,MERCY GENERAL HOSPITAL,SACRAMENTO,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106340950,MERCY SAN JUAN HOSPITAL,CARMICHAEL,22820.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106341006,UC DAVIS MEDICAL CENTER,SACRAMENTO,7376.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106341051,SUTTER MEDICAL CENTER SACRAMENTO,SACRAMENTO,13199.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106342344,KAISER FOUNDATION HOSPITALS - SOUTH SACRAMENTO,SACRAMENTO,2133.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106342392,BHC SIERRA VISTA HOSPITAL,SACRAMENTO,5764.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,SACRAMENTO,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344017,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344021,BHC HERITAGE OAKS HOSPITAL,SACRAMENTO,4158.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344029,MERCY HOSPITAL - FOLSOM,FOLSOM,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344035,"THC -ORANGE COUNTY, INC.",FOLSOM,,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344114,SHRINERS HOSPITAL - NORTHERN CALIF,SACRAMENTO,1214.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344170,"CRESTWOOD BEHAVIORAL HEALTH, INC.",CARMICHAEL,567.0,,,,,,,,0.0,,,,,
SACRAMENTO,2012,106344188,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SACRAMENTO,286.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361144,VERITAS HEALTH SERVICES INCORPORATED,CHINO,497.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361223,KAISER FOUNDATION HOSPITALS - FONTANA,FONTANA,3750.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361274,"THC ORANGE COUNTY, INC.",ONTARIO,1055.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361308,REDLANDS COMMUNITY HOSPITAL,REDLANDS,12395.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361318,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,2173.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,5999.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,7628.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361343,ST. MARY MEDICAL CENTER,APPLE VALLEY,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,VICTORVILLE,5347.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,VICTORVILLE,2283.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,REDLANDS,,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106364050,CANYON RIDGE HOSPITAL,CHINO,5506.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106364144,"DESERT VALLEY HOSPITAL, INC",VICTORVILLE,2084.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106364188,"KND DEVELOPMENT 55, LLC",RANCHO CUCAMONGA,750.0,,,,,,,,0.0,,,,,
SAN BERNARDINO,2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,2921.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370652,"ALVARADO HOSPITAL, LLC",SAN DIEGO,1560.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370694,DONALD N. SHARP MEMORIAL COMMUNITY HOSPITAL,SAN DIEGO,27583.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370714,GROSSMONT HOSPITAL CORPORATION,LA MESA,29556.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370721,KINDRED HOSPITAL SAN DIEGO,SAN DIEGO,708.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370730,KAISER FOUNDATION HOSPITALS - SAN DIEGO,SAN DIEGO,1681.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,33209.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,1488.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370749,HELIX HEALTHCARE,LA MESA,2258.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370755,PALOMAR MEDICAL CENTER,ESCONDIDO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370771,SCRIPPS HEALTH - LA JOLLA,LA JOLLA,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370780,TRI-CITY HOSPITAL,OCEANSIDE,4929.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370782,UCSD MEDICAL CENTER,SAN DIEGO,10160.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370787,"QUANTUM HEALTH, INC.",SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370875,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106370977,POMERADO HOSPITAL,POWAY,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106371256,SCRIPPS GREEN HOSPITAL,LA JOLLA,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106374024,"AURORA SAN DIEGO, LLC",SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106374049,SHARP MCDONALD CENTER,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106374055,SAN DIEGO COUNTY MENTAL HEALTH SERVICES-SAN DIEGO PSYCHIATRI,SAN DIEGO,,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106374084,SAN DIEGO HOSPICE & PALLIATIVE CARE CORP,SAN DIEGO,899.0,,,,,,,,0.0,,,,,
SAN DIEGO,2012,106374094,SAN DIEGO REHAB,SAN DIEGO,1082.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380842,HEBREW HOME FOR AGED DISABLED,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380857,KAISER FOUNDATION HOSPITALS - SAN FRANCISCO,SAN FRANCISCO,3090.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380865,LAGUNA HONDA HOSPITAL,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380868,LANGLEY PORTER PSYCHIATRIC HOSPITAL,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380929,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,8134.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,SAN FRANCISCO,,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380960,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,6929.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380964,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,491.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106380965,ST. MARY'S MEDICAL CENTER,SAN FRANCISCO,333.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,34597.0,,,,,,,,0.0,,,,,
SAN FRANCISCO,2012,106382715,CHINESE HOSPITAL,SAN FRANCISCO,661.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106390846,DAMERON HOSPITAL ASSOCIATION,STOCKTON,7609.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106390923,"LODI MEMORIAL HOSPITAL ASSOCIATION, INC.",LODI,720.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106391042,ST. JOSEPH MEDICAL CENTER,STOCKTON,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106391056,SUTTER TRACY HOSPITAL,TRACY,335.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106392232,ST. JOSPEH'S BEHAVIORAL HEALTH CNT,STOCKTON,8.0,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106392287,DOCTORS HOSPITAL OF MANTECA,MANTECA,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH PSYCHIATRIC HEALTH FACILITY,STOCKTON,,,,,,,,,0.0,,,,,
SAN JOAQUIN,2012,106394009,KAISER FOUNDATION HOSPITALS - MANTECA,MANTECA,1645.0,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106400466,DIGNITY HEALTH DBA ARROYO GRANDE COMMUNITY HOSPITAL,ARROYO GRANDE,1088.0,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106400466,DIGNITY HEALTH DBA ARROYO GRANDE COMMUNITY HOSPITAL,ARROYO GRANDE,476.0,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,2278.0,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106400683,DEPARTMENT OF STATE HOSPITALS-ATASCADERO,ATASCADERO,,,,,,,,,0.0,,,,,
SAN LUIS OBISPO,2012,106404046,SAN LUIS OBISPO COUNTY BEHAVIORAL HEALTH SERVICES,SAN LUIS OBISPO,,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410782,SAN MATEO MEDICAL CENTER,SAN MATEO,263.0,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410804,KAISER FOUNDATION HOSPITALS - REDWOOD CITY,REDWOOD CITY,1213.0,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410806,KAISER FOUNDATION HOSPITALS - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,965.0,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410817,SETON MEDICAL CENTER,DALY CITY,,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410852,MILLS PENINISULA HEALTH SERVICES,BURLINGAME,1613.0,,,,,,,,0.0,,,,,
SAN MATEO,2012,106410891,SEQUOIA HOSPITAL,REDWOOD CITY,,,,,,,,,0.0,,,,,
SAN MATEO,2012,106414018,PALO ALTO MED FOUND HOSP CORP - MENLO PARK SURGICAL HOSPITAL,MENLO PARK,,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,812.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106420491,LOMPOC HOSPITAL DISTRICT,LOMPOC,446.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106420493,DIGNITY HEALTH DBA MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,14101.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,24747.0,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,,,,,,,,,0.0,,,,,
SANTA BARBARA,2012,106424002,"ALCOHOL, DRUG & MENTAL HEALTH SRV",SANTA BARBARA,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106430705,SAN JOSE HEALTHCARE SYSTEMS LP,SAN JOSE,4523.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106430763,EL CAMINO HOSPITAL,MOUNTAIN VIEW,1961.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106430779,GOOD SAMARITAN HOSPITAL LP,SAN JOSE,4488.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106430837,O'CONNOR HOSPITAL,SAN JOSE,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106430883,SANTA CLARA VALLEY HEALTH AND HOSPITAL SYSTEMS,SAN JOSE,7307.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106431506,KAISER FOUNDATION HOSPITALS - SAN JOSE,SAN JOSE,2105.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434040,LUCILE PACKARD CHILDREN'S HOSPITAL,PALO ALTO,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434051,SUBACUTE CHILDRENS HOSPITAL OF NO CAL,CAMPBELL,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434138,ST LOUISE REGIONAL HOSPITAL,GILROY,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434153,KAISER FOUNDATION HOSPITALS - SANTA CLARA,SANTA CLARA,3706.0,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434218,KAISER PERMANENTE P.H.F. - SANTA CLARA,SANTA CLARA,,,,,,,,,0.0,,,,,
SANTA CLARA,2012,106434220,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SAN JOSE,524.0,,,,,,,,0.0,,,,,
SANTA CRUZ,2012,106440755,CATHOLIC HEALTHCARE WEST - MONTEREY BAY REGION,SANTA CRUZ,645.0,,,,,,,,0.0,,,,,
SANTA CRUZ,2012,106444012,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,131.0,,,,,,,,0.0,,,,,
SANTA CRUZ,2012,106444013,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,352.0,,,,,,,,0.0,,,,,
SHASTA,2012,106450940,PRIME HEALTHCARE - SHASTA LLC,REDDING,1527.0,,,,,,,,0.0,,,,,
SHASTA,2012,106450949,MERCY MEDICAL CENTER REDDING,REDDING,3.0,,,,,,,,0.0,,,,,
SHASTA,2012,106454012,NORTHERN CA REHAB,REDDING,1214.0,,,,,,,,0.0,,,,,
SHASTA,2012,106454013,PATIENTS' HOSPITAL OF REDDING,REDDING,243.0,,,,,,,,0.0,,,,,
SISKIYOU,2012,106474007,FAIRCHILD MEDICAL CENTER,YREKA,146.0,,,,,,,,0.0,,,,,
SOLANO,2012,106480989,KAISER FOUNDATION HOSPITALS - VALLEJO,VALLEJO,1854.0,,,,,,,,0.0,,,,,
SOLANO,2012,106481015,CALIFORNIA SPECIALTY HOSPITAL,VALLEJO,,,,,,,,,0.0,,,,,
SOLANO,2012,106481094,SUTTER SOLANO MEDICAL CENTER,VALLEJO,2291.0,,,,,,,,0.0,,,,,
SOLANO,2012,106481357,NORTHBAY HOSPITAL GROUP,FAIRFIELD,,,,,,,,,0.0,,,,,
SOLANO,2012,106484044,KAISER FOUNDATION HOSPITALS - VACAVILLE,VACAVILLE,748.0,,,,,,,,0.0,,,,,
SONOMA,2012,106490919,SUTTER WEST BAY HOSPTIALS,SANTA ROSA,2138.0,,,,,,,,0.0,,,,,
SONOMA,2012,106490964,NORTHERN SONOMA COUNTY HOSPITAL DISTRICT,HEALDSBURG,,,,,,,,,0.0,,,,,
SONOMA,2012,106491001,SRM ALLIANCE HOSPITAL SERVICES,PETALUMA,210.0,,,,,,,,0.0,,,,,
SONOMA,2012,106491064,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,28.0,,,,,,,,0.0,,,,,
SONOMA,2012,106494019,KAISER FOUNDATION HOSPITALS - SANTA ROSA,SANTA ROSA,1039.0,,,,,,,,0.0,,,,,
STANISLAUS,2012,106500852,DOCTORS MEDICAL CENTER OF MODESTO,MODESTO,,,,,,,,,0.0,,,,,
STANISLAUS,2012,106500867,EMANUEL MEDICAL CENTER,TURLOCK,9638.0,,,,,,,,0.0,,,,,
STANISLAUS,2012,106500939,MEMORIAL MEDICAL CENTER,MODESTO,9269.0,,,,,,,,0.0,,,,,
STANISLAUS,2012,106500967,OAK VALLEY DISTRICT HOSPITAL,OAKDALE,284.0,,,,,,,,0.0,,,,,
STANISLAUS,2012,106504038,STANISLAUS SURGICAL HOSPITAL,MODESTO,,,,,,,,,0.0,,,,,
SUTTER,2012,106514001,SUTTER-YUBA PHF,YUBA CITY,,,,,,,,,0.0,,,,,
SUTTER,2012,106514030,TWIN CITIES SURGICAL HOSPITAL LLC,YUBA CITY,,,,,,,,,0.0,,,,,
TEHAMA,2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,186.0,,,,,,,,0.0,,,,,
TRINITY,2012,106531059,TRINITY GENERAL HOSPITAL,WEAVERVILLE,52.0,,,,,,,,0.0,,,,,
TULARE,2012,106540734,KAWEAH DELTA HEALTH CARE DISTRICT,VISALIA,11947.0,,,,,,,,0.0,,,,,
TULARE,2012,106540798,SIERRA VIEW HEALTHCARE DISTRICT,PORTERVILLE,3720.0,,,,,,,,0.0,,,,,
TULARE,2012,106540816,TULARE LOCAL HEALTHCARE DISTRICT,TULARE,383.0,,,,,,,,0.0,,,,,
TULARE,2012,106541123,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,,,,,,,,,0.0,,,,,
TUOLUMNE,2012,106554011,SONORA COMMUNITY HOSPITAL,SONORA,,,,,,,,,0.0,,,,,
VENTURA,2012,106560203,AURORA VISTA DEL MAR,VENTURA,,,,,,,,,0.0,,,,,
VENTURA,2012,106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,VENTURA,1751.0,,,,,,,,0.0,,,,,
VENTURA,2012,106560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,,,,,,,,,0.0,,,,,
VENTURA,2012,106560492,LOS ROBLES REGIONAL MEDICAL CENTER,THOUSAND OAKS,,,,,,,,,0.0,,,,,
VENTURA,2012,106560501,OJAI VALLEY COMMUNITY HOSPITAL,OJAI,72.0,,,,,,,,0.0,,,,,
VENTURA,2012,106560508,ST. JOHN'S PLEASEANT VALLEY MC,CAMARILLO,3715.0,,,,,,,,0.0,,,,,
VENTURA,2012,106560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,SIMI VALLEY,1025.0,,,,,,,,0.0,,,,,
VENTURA,2012,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,OXNARD,13202.0,,,,,,,,0.0,,,,,
VENTURA,2012,106560838,"REHABILITATION INSTITUTES OF AMERICA, INC.",OXNARD,,,,,,,,,0.0,,,,,
VENTURA,2012,106564121,THOUSAND OAKS SURGICAL HOSPITAL OF CALIFORNIA LTD PARTNERS,THOUSAND OAKS,1175.0,,,,,,,,0.0,,,,,
YOLO,2012,106571086,WOODLAND MEMORIAL HOSPITAL,WOODLAND,,,,,,,,,0.0,,,,,
YOLO,2012,106574010,SUTTER DAVIS HOSPITAL,DAVIS,94.0,,,,,,,,0.0,,,,,
YUBA,2012,106580996,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,2362.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010735,ALAMEDA HOSPITAL DISTRICT,ALAMEDA,337.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010735,ALAMEDA HOSPITAL,ALAMEDA,313.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010739,ALTA BATES MEDICAL CENTER,BERKELEY,118.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010776,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,OAKLAND,9352.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010782,"ADOLESCENT TREATMENT CENTERS, INC.",OAKLAND,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010846,ALAMEDA COUNTY MEDICAL CENTER,OAKLAND,840.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010856,KAISER FOUNDATION HOSPITALS - OAKLAND,OAKLAND,3096.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010858,KAISER FOUNDATION HOSPITALS - HAYWARD,HAYWARD,2123.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,SAN LEANDRO,517.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010937,ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,695.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010967,HAYWARD SISTERS HOSPITAL,HAYWARD,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106010987,WASHINGTON TOWNSHIP HEALTH CARE DISTRICT,FREMONT,6369.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106013619,SAN LEANDRO HOSPITAL,SAN LEANDRO,305.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106013687,MERRITT PERALTA INSTITUE CHEMICAL DEPENDENCY RECOVERY HOSPIT,OAKLAND,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106014034,BHC FREMONT HOSPITAL,FREMONT,3986.0,,,,,,,,0.0,,,,,
ALAMEDA,2013,106014050,THE HOSPITAL COMMITTEE OF LIVERMORE,PLEASANTON,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,OAKLAND,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106014226,TELECARE WILLOW ROCK CENTER,SAN LEANDRO,,,,,,,,,0.0,,,,,
ALAMEDA,2013,106014233,EDEN MEDICAL CENTER,CASTRO VALLEY,,,,,,,,,0.0,,,,,
LOS ANGELES,2013,106015000,KAISER FOUNDATION HOSPITALS - NO. CA. REGION,PASADENA,,,,,,,,,0.0,,,,,
AMADOR,2013,106034002,SUTTER AMADOR HOSPITAL,JACKSON,,,,,,,,,0.0,,,,,
BUTTE,2013,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,GRIDLEY,671.0,,,,,,,,0.0,,,,,
