Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2021,El Dorado,1,Diabetes Short-term Complications,,,,,114.0,155945.0,73.1,90.6,,,114.0,155945.0,73.1,90.6,90.6,EL DORADO,06017
2022,El Dorado,1,Diabetes Short-term Complications,,,,,107.0,155421.0,68.8,85.7,,,107.0,155421.0,68.8,85.7,85.7,EL DORADO,06017
2023,El Dorado,1,Diabetes Short-term Complications,,,,,103.0,155106.0,66.4,94.5,,,103.0,155106.0,66.4,94.5,94.5,EL DORADO,06017
2024,El Dorado,1,Diabetes Short-term Complications,,,,,103.0,156079.0,66.0,94.6,,,103.0,156079.0,66.0,94.6,94.6,EL DORADO,06017
2005,Fresno,1,Diabetes Short-term Complications,322.0,605300.0,53.2,50.3,,,,,,,322.0,605300.0,53.2,50.3,50.3,FRESNO,06019
2006,Fresno,1,Diabetes Short-term Complications,326.0,614966.0,53.0,50.2,,,,,,,326.0,614966.0,53.0,50.2,50.2,FRESNO,06019
2007,Fresno,1,Diabetes Short-term Complications,299.0,624332.0,47.9,45.4,,,,,,,299.0,624332.0,47.9,45.4,45.4,FRESNO,06019
2008,Fresno,1,Diabetes Short-term Complications,368.0,634600.0,58.0,55.1,,,,,,,368.0,634600.0,58.0,55.1,55.1,FRESNO,06019
2009,Fresno,1,Diabetes Short-term Complications,429.0,644386.0,66.6,63.3,,,,,,,429.0,644386.0,66.6,63.3,63.3,FRESNO,06019
2010,Fresno,1,Diabetes Short-term Complications,473.0,654204.0,72.3,68.9,,,,,,,473.0,654204.0,72.3,68.9,68.9,FRESNO,06019
2011,Fresno,1,Diabetes Short-term Complications,501.0,664750.0,75.4,72.0,,,,,,,501.0,664750.0,75.4,72.0,72.0,FRESNO,06019
2012,Fresno,1,Diabetes Short-term Complications,501.0,642666.0,78.0,76.2,,,,,,,501.0,642666.0,78.0,76.2,76.2,FRESNO,06019
2013,Fresno,1,Diabetes Short-term Complications,514.0,650435.0,79.0,77.5,,,,,,,514.0,650435.0,79.0,77.5,77.5,FRESNO,06019
2014,Fresno,1,Diabetes Short-term Complications,607.0,679486.0,89.3,86.4,,,,,,,607.0,679486.0,89.3,86.4,86.4,FRESNO,06019
2015,Fresno,1,Diabetes Short-term Complications,467.0,491442.0,95.0,94.8,,,,,,,467.0,491442.0,95.0,94.8,94.8,FRESNO,06019
2016,Fresno,1,Diabetes Short-term Complications,,,,,628.0,695789.0,90.3,71.9,,,628.0,695789.0,90.3,71.9,71.9,FRESNO,06019
2017,Fresno,1,Diabetes Short-term Complications,,,,,641.0,703065.0,91.2,72.8,,,641.0,703065.0,91.2,72.8,72.8,FRESNO,06019
2018,Fresno,1,Diabetes Short-term Complications,,,,,670.0,709386.0,94.4,75.5,,,670.0,709386.0,94.4,75.5,75.5,FRESNO,06019
2019,Fresno,1,Diabetes Short-term Complications,,,,,642.0,715902.0,89.7,71.8,,,642.0,715902.0,89.7,71.8,71.8,FRESNO,06019
2020,Fresno,1,Diabetes Short-term Complications,,,,,660.0,725899.0,90.9,72.7,,,660.0,725899.0,90.9,72.7,72.7,FRESNO,06019
2021,Fresno,1,Diabetes Short-term Complications,,,,,715.0,730566.0,97.9,78.3,,,715.0,730566.0,97.9,78.3,78.3,FRESNO,06019
2022,Fresno,1,Diabetes Short-term Complications,,,,,825.0,734510.0,112.3,90.0,,,825.0,734510.0,112.3,90.0,90.0,FRESNO,06019
2023,Fresno,1,Diabetes Short-term Complications,,,,,720.0,737124.0,97.7,65.7,,,720.0,737124.0,97.7,65.7,65.7,FRESNO,06019
2024,Fresno,1,Diabetes Short-term Complications,,,,,756.0,745865.0,101.4,71.4,,,756.0,745865.0,101.4,71.4,71.4,FRESNO,06019
2005,Glenn,1,Diabetes Short-term Complications,6.0,19553.0,30.7,30.3,,,,,,,6.0,19553.0,30.7,30.3,30.3,GLENN,06021
2006,Glenn,1,Diabetes Short-term Complications,13.0,19729.0,65.9,65.0,,,,,,,13.0,19729.0,65.9,65.0,65.0,GLENN,06021
2007,Glenn,1,Diabetes Short-term Complications,8.0,19842.0,40.3,39.8,,,,,,,8.0,19842.0,40.3,39.8,39.8,GLENN,06021
2008,Glenn,1,Diabetes Short-term Complications,9.0,20067.0,44.8,44.4,,,,,,,9.0,20067.0,44.8,44.4,44.4,GLENN,06021
2009,Glenn,1,Diabetes Short-term Complications,9.0,20155.0,44.7,44.4,,,,,,,9.0,20155.0,44.7,44.4,44.4,GLENN,06021
2010,Glenn,1,Diabetes Short-term Complications,5.0,20313.0,24.6,24.5,,,,,,,5.0,20313.0,24.6,24.5,24.5,GLENN,06021
2011,Glenn,1,Diabetes Short-term Complications,10.0,20400.0,49.0,48.8,,,,,,,10.0,20400.0,49.0,48.8,48.8,GLENN,06021
2012,Glenn,1,Diabetes Short-term Complications,7.0,21643.0,32.3,31.4,,,,,,,7.0,21643.0,32.3,31.4,31.4,GLENN,06021
2013,Glenn,1,Diabetes Short-term Complications,4.0,21703.0,18.4,17.9,,,,,,,4.0,21703.0,18.4,17.9,17.9,GLENN,06021
2014,Glenn,1,Diabetes Short-term Complications,6.0,21574.0,27.8,27.4,,,,,,,6.0,21574.0,27.8,27.4,27.4,GLENN,06021
2015,Glenn,1,Diabetes Short-term Complications,6.0,16846.0,35.6,34.4,,,,,,,6.0,16846.0,35.6,34.4,34.4,GLENN,06021
2016,Glenn,1,Diabetes Short-term Complications,,,,,14.0,20377.0,68.7,61.5,,,14.0,20377.0,68.7,61.5,61.5,GLENN,06021
2017,Glenn,1,Diabetes Short-term Complications,,,,,15.0,20443.0,73.4,65.8,,,15.0,20443.0,73.4,65.8,65.8,GLENN,06021
2018,Glenn,1,Diabetes Short-term Complications,,,,,12.0,20401.0,58.8,52.8,,,12.0,20401.0,58.8,52.8,52.8,GLENN,06021
2019,Glenn,1,Diabetes Short-term Complications,,,,,10.0,20882.0,47.9,43.0,,,10.0,20882.0,47.9,43.0,43.0,GLENN,06021
2020,Glenn,1,Diabetes Short-term Complications,,,,,10.0,21187.0,47.2,42.4,,,10.0,21187.0,47.2,42.4,42.4,GLENN,06021
2021,Glenn,1,Diabetes Short-term Complications,,,,,17.0,21045.0,80.8,72.8,,,17.0,21045.0,80.8,72.8,72.8,GLENN,06021
2022,Glenn,1,Diabetes Short-term Complications,,,,,20.0,20780.0,96.2,86.9,,,20.0,20780.0,96.2,86.9,86.9,GLENN,06021
2023,Glenn,1,Diabetes Short-term Complications,,,,,16.0,20659.0,77.4,66.4,,,16.0,20659.0,77.4,66.4,66.4,GLENN,06021
2024,Glenn,1,Diabetes Short-term Complications,,,,,24.0,20903.0,114.8,117.0,,,24.0,20903.0,114.8,117.0,117.0,GLENN,06021
2005,Humboldt,1,Diabetes Short-term Complications,64.0,102809.0,62.3,60.0,,,,,,,64.0,102809.0,62.3,60.0,60.0,HUMBOLDT,06023
2006,Humboldt,1,Diabetes Short-term Complications,48.0,103611.0,46.3,44.8,,,,,,,48.0,103611.0,46.3,44.8,44.8,HUMBOLDT,06023
2007,Humboldt,1,Diabetes Short-term Complications,58.0,103821.0,55.9,54.3,,,,,,,58.0,103821.0,55.9,54.3,54.3,HUMBOLDT,06023
2008,Humboldt,1,Diabetes Short-term Complications,45.0,104570.0,43.0,42.0,,,,,,,45.0,104570.0,43.0,42.0,42.0,HUMBOLDT,06023
2009,Humboldt,1,Diabetes Short-term Complications,49.0,105478.0,46.5,45.5,,,,,,,49.0,105478.0,46.5,45.5,45.5,HUMBOLDT,06023
2010,Humboldt,1,Diabetes Short-term Complications,64.0,106717.0,60.0,58.9,,,,,,,64.0,106717.0,60.0,58.9,58.9,HUMBOLDT,06023
2011,Humboldt,1,Diabetes Short-term Complications,49.0,107013.0,45.8,44.9,,,,,,,49.0,107013.0,45.8,44.9,44.9,HUMBOLDT,06023
2012,Humboldt,1,Diabetes Short-term Complications,74.0,105607.0,70.1,69.6,,,,,,,74.0,105607.0,70.1,69.6,69.6,HUMBOLDT,06023
2013,Humboldt,1,Diabetes Short-term Complications,67.0,105726.0,63.4,63.1,,,,,,,67.0,105726.0,63.4,63.1,63.1,HUMBOLDT,06023
2014,Humboldt,1,Diabetes Short-term Complications,81.0,108619.0,74.6,74.0,,,,,,,81.0,108619.0,74.6,74.0,74.0,HUMBOLDT,06023
2015,Humboldt,1,Diabetes Short-term Complications,76.0,79121.0,96.1,96.5,,,,,,,76.0,79121.0,96.1,96.5,96.5,HUMBOLDT,06023
2016,Humboldt,1,Diabetes Short-term Complications,,,,,66.0,109915.0,60.0,48.6,,,66.0,109915.0,60.0,48.6,48.6,HUMBOLDT,06023
2017,Humboldt,1,Diabetes Short-term Complications,,,,,63.0,110396.0,57.1,46.3,,,63.0,110396.0,57.1,46.3,46.3,HUMBOLDT,06023
2018,Humboldt,1,Diabetes Short-term Complications,,,,,70.0,110416.0,63.4,51.6,,,70.0,110416.0,63.4,51.6,51.6,HUMBOLDT,06023
2019,Humboldt,1,Diabetes Short-term Complications,,,,,85.0,110113.0,77.2,63.0,,,85.0,110113.0,77.2,63.0,63.0,HUMBOLDT,06023
2020,Humboldt,1,Diabetes Short-term Complications,,,,,70.0,110448.0,63.4,51.7,,,70.0,110448.0,63.4,51.7,51.7,HUMBOLDT,06023
2021,Humboldt,1,Diabetes Short-term Complications,,,,,73.0,109377.0,66.7,54.8,,,73.0,109377.0,66.7,54.8,54.8,HUMBOLDT,06023
2022,Humboldt,1,Diabetes Short-term Complications,,,,,63.0,110011.0,57.3,47.0,,,63.0,110011.0,57.3,47.0,47.0,HUMBOLDT,06023
2023,Humboldt,1,Diabetes Short-term Complications,,,,,89.0,109146.0,81.5,56.1,,,89.0,109146.0,81.5,56.1,56.1,HUMBOLDT,06023
2024,Humboldt,1,Diabetes Short-term Complications,,,,,94.0,108302.0,86.8,69.4,,,94.0,108302.0,86.8,69.4,69.4,HUMBOLDT,06023
2005,Imperial,1,Diabetes Short-term Complications,44.0,109478.0,40.2,38.2,,,,,,,44.0,109478.0,40.2,38.2,38.2,IMPERIAL,06025
2006,Imperial,1,Diabetes Short-term Complications,42.0,112879.0,37.2,35.3,,,,,,,42.0,112879.0,37.2,35.3,35.3,IMPERIAL,06025
2007,Imperial,1,Diabetes Short-term Complications,56.0,115944.0,48.3,46.0,,,,,,,56.0,115944.0,48.3,46.0,46.0,IMPERIAL,06025
2008,Imperial,1,Diabetes Short-term Complications,48.0,118550.0,40.5,38.7,,,,,,,48.0,118550.0,40.5,38.7,38.7,IMPERIAL,06025
2009,Imperial,1,Diabetes Short-term Complications,56.0,121552.0,46.1,44.1,,,,,,,56.0,121552.0,46.1,44.1,44.1,IMPERIAL,06025
2010,Imperial,1,Diabetes Short-term Complications,53.0,124055.0,42.7,40.9,,,,,,,53.0,124055.0,42.7,40.9,40.9,IMPERIAL,06025
2011,Imperial,1,Diabetes Short-term Complications,67.0,125985.0,53.2,51.0,,,,,,,67.0,125985.0,53.2,51.0,51.0,IMPERIAL,06025
2012,Imperial,1,Diabetes Short-term Complications,79.0,122385.0,64.6,63.0,,,,,,,79.0,122385.0,64.6,63.0,63.0,IMPERIAL,06025
2013,Imperial,1,Diabetes Short-term Complications,54.0,122276.0,44.2,43.3,,,,,,,54.0,122276.0,44.2,43.3,43.3,IMPERIAL,06025
2014,Imperial,1,Diabetes Short-term Complications,48.0,130127.0,36.9,35.7,,,,,,,48.0,130127.0,36.9,35.7,35.7,IMPERIAL,06025
2015,Imperial,1,Diabetes Short-term Complications,53.0,92754.0,57.1,56.8,,,,,,,53.0,92754.0,57.1,56.8,56.8,IMPERIAL,06025
2016,Imperial,1,Diabetes Short-term Complications,,,,,78.0,127819.0,61.0,40.2,,,78.0,127819.0,61.0,40.2,40.2,IMPERIAL,06025
2017,Imperial,1,Diabetes Short-term Complications,,,,,79.0,129153.0,61.2,40.3,,,79.0,129153.0,61.2,40.3,40.3,IMPERIAL,06025
2018,Imperial,1,Diabetes Short-term Complications,,,,,73.0,129174.0,56.5,37.3,,,73.0,129174.0,56.5,37.3,37.3,IMPERIAL,06025
2019,Imperial,1,Diabetes Short-term Complications,,,,,66.0,128967.0,51.2,33.9,,,66.0,128967.0,51.2,33.9,33.9,IMPERIAL,06025
2020,Imperial,1,Diabetes Short-term Complications,,,,,94.0,128388.0,73.2,48.5,,,94.0,128388.0,73.2,48.5,48.5,IMPERIAL,06025
2021,Imperial,1,Diabetes Short-term Complications,,,,,114.0,128464.0,88.7,58.8,,,114.0,128464.0,88.7,58.8,58.8,IMPERIAL,06025
2022,Imperial,1,Diabetes Short-term Complications,,,,,117.0,128478.0,91.1,60.4,,,117.0,128478.0,91.1,60.4,60.4,IMPERIAL,06025
2023,Imperial,1,Diabetes Short-term Complications,,,,,91.0,128709.0,70.7,54.5,,,91.0,128709.0,70.7,54.5,54.5,IMPERIAL,06025
2024,Imperial,1,Diabetes Short-term Complications,,,,,85.0,131069.0,64.9,45.7,,,85.0,131069.0,64.9,45.7,45.7,IMPERIAL,06025
2005,Inyo,1,Diabetes Short-term Complications,7.0,14549.0,48.1,51.0,,,,,,,7.0,14549.0,48.1,51.0,51.0,INYO,06027
2006,Inyo,1,Diabetes Short-term Complications,6.0,14456.0,41.5,43.8,,,,,,,6.0,14456.0,41.5,43.8,43.8,INYO,06027
2007,Inyo,1,Diabetes Short-term Complications,4.0,14505.0,27.6,29.1,,,,,,,4.0,14505.0,27.6,29.1,29.1,INYO,06027
2008,Inyo,1,Diabetes Short-term Complications,8.0,14485.0,55.2,58.4,,,,,,,8.0,14485.0,55.2,58.4,58.4,INYO,06027
2009,Inyo,1,Diabetes Short-term Complications,6.0,14651.0,41.0,43.4,,,,,,,6.0,14651.0,41.0,43.4,43.4,INYO,06027
2010,Inyo,1,Diabetes Short-term Complications,9.0,14670.0,61.3,65.1,,,,,,,9.0,14670.0,61.3,65.1,65.1,INYO,06027
2011,Inyo,1,Diabetes Short-term Complications,5.0,14640.0,34.2,36.4,,,,,,,5.0,14640.0,34.2,36.4,36.4,INYO,06027
2012,Inyo,1,Diabetes Short-term Complications,13.0,16277.0,79.9,79.7,,,,,,,13.0,16277.0,79.9,79.7,79.7,INYO,06027
2013,Inyo,1,Diabetes Short-term Complications,4.0,16250.0,24.6,24.7,,,,,,,4.0,16250.0,24.6,24.7,24.7,INYO,06027
2014,Inyo,1,Diabetes Short-term Complications,9.0,15730.0,57.2,58.7,,,,,,,9.0,15730.0,57.2,58.7,58.7,INYO,06027
2015,Inyo,1,Diabetes Short-term Complications,6.0,12814.0,46.8,46.0,,,,,,,6.0,12814.0,46.8,46.0,46.0,INYO,06027
2016,Inyo,1,Diabetes Short-term Complications,,,,,3.0,14211.0,21.1,22.5,,,3.0,14211.0,21.1,22.5,22.5,INYO,06027
2017,Inyo,1,Diabetes Short-term Complications,,,,,11.0,14164.0,77.7,82.9,,,11.0,14164.0,77.7,82.9,82.9,INYO,06027
2018,Inyo,1,Diabetes Short-term Complications,,,,,10.0,14208.0,70.4,75.3,,,10.0,14208.0,70.4,75.3,75.3,INYO,06027
2019,Inyo,1,Diabetes Short-term Complications,,,,,13.0,14295.0,90.9,97.5,,,13.0,14295.0,90.9,97.5,97.5,INYO,06027
2020,Inyo,1,Diabetes Short-term Complications,,,,,7.0,15134.0,46.3,49.4,,,7.0,15134.0,46.3,49.4,49.4,INYO,06027
2021,Inyo,1,Diabetes Short-term Complications,,,,,12.0,15080.0,79.6,85.2,,,12.0,15080.0,79.6,85.2,85.2,INYO,06027
2022,Inyo,1,Diabetes Short-term Complications,,,,,6.0,14942.0,40.2,43.1,,,6.0,14942.0,40.2,43.1,43.1,INYO,06027
2023,Inyo,1,Diabetes Short-term Complications,,,,,8.0,14859.0,53.8,51.5,,,8.0,14859.0,53.8,51.5,51.5,INYO,06027
2024,Inyo,1,Diabetes Short-term Complications,,,,,5.0,14869.0,33.6,35.4,,,5.0,14869.0,33.6,35.4,35.4,INYO,06027
2005,Kern,1,Diabetes Short-term Complications,366.0,526395.0,69.5,65.5,,,,,,,366.0,526395.0,69.5,65.5,65.5,KERN,06029
2006,Kern,1,Diabetes Short-term Complications,316.0,544084.0,58.1,54.7,,,,,,,316.0,544084.0,58.1,54.7,54.7,KERN,06029
2007,Kern,1,Diabetes Short-term Complications,396.0,557795.0,71.0,66.9,,,,,,,396.0,557795.0,71.0,66.9,66.9,KERN,06029
2008,Kern,1,Diabetes Short-term Complications,485.0,568635.0,85.3,80.5,,,,,,,485.0,568635.0,85.3,80.5,80.5,KERN,06029
2009,Kern,1,Diabetes Short-term Complications,428.0,578043.0,74.0,70.0,,,,,,,428.0,578043.0,74.0,70.0,70.0,KERN,06029
2010,Kern,1,Diabetes Short-term Complications,494.0,587730.0,84.1,79.5,,,,,,,494.0,587730.0,84.1,79.5,79.5,KERN,06029
2011,Kern,1,Diabetes Short-term Complications,558.0,597565.0,93.4,88.4,,,,,,,558.0,597565.0,93.4,88.4,88.4,KERN,06029
2012,Kern,1,Diabetes Short-term Complications,547.0,576340.0,94.9,92.0,,,,,,,547.0,576340.0,94.9,92.0,92.0,KERN,06029
2013,Kern,1,Diabetes Short-term Complications,557.0,583929.0,95.4,92.6,,,,,,,557.0,583929.0,95.4,92.6,92.6,KERN,06029
2014,Kern,1,Diabetes Short-term Complications,565.0,622019.0,90.8,86.9,,,,,,,565.0,622019.0,90.8,86.9,86.9,KERN,06029
2015,Kern,1,Diabetes Short-term Complications,427.0,441243.0,96.8,95.3,,,,,,,427.0,441243.0,96.8,95.3,95.3,KERN,06029
2016,Kern,1,Diabetes Short-term Complications,,,,,518.0,623722.0,83.0,54.1,,,518.0,623722.0,83.0,54.1,54.1,KERN,06029
2017,Kern,1,Diabetes Short-term Complications,,,,,575.0,629153.0,91.4,59.6,,,575.0,629153.0,91.4,59.6,59.6,KERN,06029
2018,Kern,1,Diabetes Short-term Complications,,,,,574.0,635272.0,90.4,59.1,,,574.0,635272.0,90.4,59.1,59.1,KERN,06029
2019,Kern,1,Diabetes Short-term Complications,,,,,733.0,640390.0,114.5,75.0,,,733.0,640390.0,114.5,75.0,75.0,KERN,06029
2020,Kern,1,Diabetes Short-term Complications,,,,,750.0,644321.0,116.4,76.3,,,750.0,644321.0,116.4,76.3,76.3,KERN,06029
2021,Kern,1,Diabetes Short-term Complications,,,,,730.0,651305.0,112.1,73.5,,,730.0,651305.0,112.1,73.5,73.5,KERN,06029
2022,Kern,1,Diabetes Short-term Complications,,,,,774.0,655754.0,118.0,77.5,,,774.0,655754.0,118.0,77.5,77.5,KERN,06029
2023,Kern,1,Diabetes Short-term Complications,,,,,834.0,654092.0,127.5,97.6,,,834.0,654092.0,127.5,97.6,97.6,KERN,06029
2024,Kern,1,Diabetes Short-term Complications,,,,,767.0,665289.0,115.3,89.5,,,767.0,665289.0,115.3,89.5,89.5,KERN,06029
2005,Kings,1,Diabetes Short-term Complications,61.0,104744.0,58.2,53.3,,,,,,,61.0,104744.0,58.2,53.3,53.3,KINGS,06031
2006,Kings,1,Diabetes Short-term Complications,75.0,106917.0,70.1,64.3,,,,,,,75.0,106917.0,70.1,64.3,64.3,KINGS,06031
2007,Kings,1,Diabetes Short-term Complications,63.0,108972.0,57.8,53.1,,,,,,,63.0,108972.0,57.8,53.1,53.1,KINGS,06031
2008,Kings,1,Diabetes Short-term Complications,36.0,110111.0,32.7,30.1,,,,,,,36.0,110111.0,32.7,30.1,30.1,KINGS,06031
2009,Kings,1,Diabetes Short-term Complications,56.0,109913.0,50.9,47.1,,,,,,,56.0,109913.0,50.9,47.1,47.1,KINGS,06031
2010,Kings,1,Diabetes Short-term Complications,55.0,110532.0,49.8,46.1,,,,,,,55.0,110532.0,49.8,46.1,46.1,KINGS,06031
2011,Kings,1,Diabetes Short-term Complications,60.0,111322.0,53.9,50.0,,,,,,,60.0,111322.0,53.9,50.0,50.0,KINGS,06031
2012,Kings,1,Diabetes Short-term Complications,70.0,107485.0,65.1,61.2,,,,,,,70.0,107485.0,65.1,61.2,61.2,KINGS,06031
2013,Kings,1,Diabetes Short-term Complications,76.0,107035.0,71.0,66.9,,,,,,,76.0,107035.0,71.0,66.9,66.9,KINGS,06031
2014,Kings,1,Diabetes Short-term Complications,92.0,114326.0,80.5,75.3,,,,,,,92.0,114326.0,80.5,75.3,75.3,KINGS,06031
2015,Kings,1,Diabetes Short-term Complications,86.0,78983.0,108.9,103.8,,,,,,,86.0,78983.0,108.9,103.8,103.8,KINGS,06031
2016,Kings,1,Diabetes Short-term Complications,,,,,104.0,108591.0,95.8,75.0,,,104.0,108591.0,95.8,75.0,75.0,KINGS,06031
2017,Kings,1,Diabetes Short-term Complications,,,,,91.0,108704.0,83.7,65.7,,,91.0,108704.0,83.7,65.7,65.7,KINGS,06031
2018,Kings,1,Diabetes Short-term Complications,,,,,99.0,110152.0,89.9,70.6,,,99.0,110152.0,89.9,70.6,70.6,KINGS,06031
2019,Kings,1,Diabetes Short-term Complications,,,,,102.0,111551.0,91.4,72.0,,,102.0,111551.0,91.4,72.0,72.0,KINGS,06031
2020,Kings,1,Diabetes Short-term Complications,,,,,93.0,111628.0,83.3,65.5,,,93.0,111628.0,83.3,65.5,65.5,KINGS,06031
2021,Kings,1,Diabetes Short-term Complications,,,,,97.0,111603.0,86.9,68.4,,,97.0,111603.0,86.9,68.4,68.4,KINGS,06031
2022,Kings,1,Diabetes Short-term Complications,,,,,111.0,112177.0,99.0,78.0,,,111.0,112177.0,99.0,78.0,78.0,KINGS,06031
2023,Kings,1,Diabetes Short-term Complications,,,,,66.0,111961.0,58.9,44.2,,,66.0,111961.0,58.9,44.2,44.2,KINGS,06031
2024,Kings,1,Diabetes Short-term Complications,,,,,92.0,114209.0,80.6,61.4,,,92.0,114209.0,80.6,61.4,61.4,KINGS,06031
2005,Lake,1,Diabetes Short-term Complications,32.0,49529.0,64.6,67.3,,,,,,,32.0,49529.0,64.6,67.3,67.3,LAKE,06033
2006,Lake,1,Diabetes Short-term Complications,19.0,49985.0,38.0,39.5,,,,,,,19.0,49985.0,38.0,39.5,39.5,LAKE,06033
2007,Lake,1,Diabetes Short-term Complications,23.0,50130.0,45.9,47.8,,,,,,,23.0,50130.0,45.9,47.8,47.8,LAKE,06033
2008,Lake,1,Diabetes Short-term Complications,21.0,50505.0,41.6,43.5,,,,,,,21.0,50505.0,41.6,43.5,43.5,LAKE,06033
2009,Lake,1,Diabetes Short-term Complications,40.0,50721.0,78.9,82.7,,,,,,,40.0,50721.0,78.9,82.7,82.7,LAKE,06033
2010,Lake,1,Diabetes Short-term Complications,60.0,51151.0,117.3,123.1,,,,,,,60.0,51151.0,117.3,123.1,123.1,LAKE,06033
2011,Lake,1,Diabetes Short-term Complications,55.0,51085.0,107.7,113.5,,,,,,,55.0,51085.0,107.7,113.5,113.5,LAKE,06033
2012,Lake,1,Diabetes Short-term Complications,52.0,51501.0,101.0,106.0,,,,,,,52.0,51501.0,101.0,106.0,106.0,LAKE,06033
2013,Lake,1,Diabetes Short-term Complications,75.0,51581.0,145.4,153.3,,,,,,,75.0,51581.0,145.4,153.3,153.3,LAKE,06033
2014,Lake,1,Diabetes Short-term Complications,70.0,52953.0,132.2,138.6,,,,,,,70.0,52953.0,132.2,138.6,138.6,LAKE,06033
2015,Lake,1,Diabetes Short-term Complications,55.0,39003.0,141.0,149.5,,,,,,,55.0,39003.0,141.0,149.5,149.5,LAKE,06033
2016,Lake,1,Diabetes Short-term Complications,,,,,72.0,50676.0,142.1,120.3,,,72.0,50676.0,142.1,120.3,120.3,LAKE,06033
2017,Lake,1,Diabetes Short-term Complications,,,,,38.0,50717.0,74.9,63.6,,,38.0,50717.0,74.9,63.6,63.6,LAKE,06033
2018,Lake,1,Diabetes Short-term Complications,,,,,47.0,50861.0,92.4,78.7,,,47.0,50861.0,92.4,78.7,78.7,LAKE,06033
2019,Lake,1,Diabetes Short-term Complications,,,,,58.0,50831.0,114.1,97.3,,,58.0,50831.0,114.1,97.3,97.3,LAKE,06033
2020,Lake,1,Diabetes Short-term Complications,,,,,59.0,53524.0,110.2,93.8,,,59.0,53524.0,110.2,93.8,93.8,LAKE,06033
2021,Lake,1,Diabetes Short-term Complications,,,,,47.0,53734.0,87.5,74.5,,,47.0,53734.0,87.5,74.5,74.5,LAKE,06033
2022,Lake,1,Diabetes Short-term Complications,,,,,44.0,53338.0,82.5,70.5,,,44.0,53338.0,82.5,70.5,70.5,LAKE,06033
2023,Lake,1,Diabetes Short-term Complications,,,,,55.0,52978.0,103.8,85.2,,,55.0,52978.0,103.8,85.2,85.2,LAKE,06033
2024,Lake,1,Diabetes Short-term Complications,,,,,68.0,52937.0,128.5,106.1,,,68.0,52937.0,128.5,106.1,106.1,LAKE,06033
2005,Lassen,1,Diabetes Short-term Complications,15.0,27722.0,54.1,50.8,,,,,,,15.0,27722.0,54.1,50.8,50.8,LASSEN,06035
2006,Lassen,1,Diabetes Short-term Complications,12.0,27919.0,43.0,40.4,,,,,,,12.0,27919.0,43.0,40.4,40.4,LASSEN,06035
2007,Lassen,1,Diabetes Short-term Complications,10.0,29030.0,34.4,32.4,,,,,,,10.0,29030.0,34.4,32.4,32.4,LASSEN,06035
2008,Lassen,1,Diabetes Short-term Complications,6.0,28658.0,20.9,19.8,,,,,,,6.0,28658.0,20.9,19.8,19.8,LASSEN,06035
2009,Lassen,1,Diabetes Short-term Complications,13.0,28696.0,45.3,42.9,,,,,,,13.0,28696.0,45.3,42.9,42.9,LASSEN,06035
2010,Lassen,1,Diabetes Short-term Complications,8.0,28485.0,28.1,26.6,,,,,,,8.0,28485.0,28.1,26.6,26.6,LASSEN,06035
2011,Lassen,1,Diabetes Short-term Complications,11.0,28179.0,39.0,37.1,,,,,,,11.0,28179.0,39.0,37.1,37.1,LASSEN,06035
2012,Lassen,1,Diabetes Short-term Complications,11.0,29146.0,37.7,35.2,,,,,,,11.0,29146.0,37.7,35.2,35.2,LASSEN,06035
2013,Lassen,1,Diabetes Short-term Complications,11.0,27797.0,39.6,37.1,,,,,,,11.0,27797.0,39.6,37.1,37.1,LASSEN,06035
2014,Lassen,1,Diabetes Short-term Complications,9.0,29236.0,30.8,29.1,,,,,,,9.0,29236.0,30.8,29.1,29.1,LASSEN,06035
2015,Lassen,1,Diabetes Short-term Complications,10.0,20747.0,48.2,45.0,,,,,,,10.0,20747.0,48.2,45.0,45.0,LASSEN,06035
2016,Lassen,1,Diabetes Short-term Complications,,,,,10.0,25378.0,39.4,30.6,,,10.0,25378.0,39.4,30.6,30.6,LASSEN,06035
2017,Lassen,1,Diabetes Short-term Complications,,,,,3.0,25575.0,11.7,9.1,,,3.0,25575.0,11.7,9.1,9.1,LASSEN,06035
2018,Lassen,1,Diabetes Short-term Complications,,,,,7.0,25359.0,27.6,21.6,,,7.0,25359.0,27.6,21.6,21.6,LASSEN,06035
2019,Lassen,1,Diabetes Short-term Complications,,,,,4.0,25378.0,15.8,12.4,,,4.0,25378.0,15.8,12.4,12.4,LASSEN,06035
2020,Lassen,1,Diabetes Short-term Complications,,,,,6.0,26785.0,22.4,17.5,,,6.0,26785.0,22.4,17.5,17.5,LASSEN,06035
2021,Lassen,1,Diabetes Short-term Complications,,,,,9.0,26258.0,34.3,26.9,,,9.0,26258.0,34.3,26.9,26.9,LASSEN,06035
2022,Lassen,1,Diabetes Short-term Complications,,,,,11.0,24446.0,45.0,35.8,,,11.0,24446.0,45.0,35.8,35.8,LASSEN,06035
2023,Lassen,1,Diabetes Short-term Complications,,,,,7.0,23438.0,29.9,20.0,,,7.0,23438.0,29.9,20.0,20.0,LASSEN,06035
